candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
1,2002,Illiquidity and Stock Returns: Cross-Section and Time-Series Effects,Y. Amihud,,,5951,1224,297.762,Asset Pricing and Return Predictability,asset-pricing,asset-pricing,Positions Illiquidity and Stock Returns: Cross-Section and Time-Series Effects within Asset Pricing and Return Predictability.,"high citation signal (5,951); influential citation signal (1,224); open-access PDF metadata","Return predictability can disappear after transaction costs, crowding, and multiple-testing correction.; Citation impact can favor well-known anomalies even when live performance later weakens.; Metadata cannot verify whether data-snooping controls were adequate.",https://doi.org/10.1016/S1386-4181(01)00024-6,https://www.semanticscholar.org/paper/17b39b9b9592eefcf3450d2105b66cc0da1a7bb9,http://archive.nyu.edu/bitstream/2451/26706/2/FIN-00-041.pdf,,10.1016/S1386-4181(01)00024-6,,,265303004,Economics,,stock returns,1,citations=5951; influential=1224; open PDF metadata; title trade matches=2; trade term matches=2,
2,2002,"No Contagion, Only Interdependence: Measuring Stock Market Comovements","Kristin Forbes, R. Rigobon",,2002-10-01,4552,505,276.489,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions No Contagion, Only Interdependence: Measuring Stock Market Comovements within General Finance, Surveys, and Trading Systems.","high citation signal (4,552); influential citation signal (505); open-access PDF metadata","Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1111/0022-1082.00494,https://www.semanticscholar.org/paper/c23dd3b06abbd05c4bfc5116d368a6aab9ccfae4,http://papers.nber.org/papers/w7267.pdf,,10.1111/0022-1082.00494,,,158071200,Economics,,stock returns,1,citations=4552; influential=505; open PDF metadata; title trade matches=1; trade term matches=1,
3,2002,Differences of Opinion and the Cross Section of Stock Returns,"Karl B. Diether, C. Malloy, Anna Scherbina",,2002-10-01,1972,152,246.347,Asset Pricing and Return Predictability,metadata-ranked,asset-pricing,Positions Differences of Opinion and the Cross Section of Stock Returns within Asset Pricing and Return Predictability.,"high citation signal (1,972); influential citation signal (152)","Return predictability can disappear after transaction costs, crowding, and multiple-testing correction.; Citation impact can favor well-known anomalies even when live performance later weakens.; Metadata cannot verify whether data-snooping controls were adequate.",https://doi.org/10.1111/0022-1082.00490,https://www.semanticscholar.org/paper/c27021c0520fad128c2cf6136acdca23c0ff0498,,,10.1111/0022-1082.00490,,,2789417,Business; Economics,,analyst forecasts stock returns; stock returns,2,citations=1972; influential=152; open PDF metadata; title trade matches=2; trade term matches=2; query hits=2,
4,2002,Neural Networks: Tricks of the Trade,"J. Hartmanis, Takeo Kanade",Lecture Notes in Computer Science,,1925,122,241.761,Deep Learning and Financial Time Series,deep-learning,deep-learning,Positions Neural Networks: Tricks of the Trade within Deep Learning and Financial Time Series.,"high citation signal (1,925); influential citation signal (122); open-access PDF metadata","Deep models can overfit noisy, nonstationary, and low signal-to-noise market data.; Compute-heavy models may be hard to reproduce without code and data access.; Reported gains need robustness checks across regimes and markets.",https://doi.org/10.1007/3-540-49430-8,https://www.semanticscholar.org/paper/b1a5961609c623fc816aaa77565ba38b25531a8e,https://link.springer.com/content/pdf/bfm:978-3-642-35289-8/1?pdf=chapter%20toc,,10.1007/3-540-49430-8,,,26661612,Computer Science,,algorithmic trading,1,citations=1925; influential=122; AI/ML method signal; open PDF metadata; title trade matches=1; trade term matches=1,
5,2002,Cascade-based attacks on complex networks.,"A. Motter, Y. Lai","Physical review. E, Statistical, nonlinear, and soft matter physics",2002-12-20,1762,76,233.258,"General Finance, Surveys, and Trading Systems",survey/review,stock-prediction,"We live in a modern world supported by large, complex networks.","high citation signal (1,762); influential citation signal (76); open-access PDF metadata","Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1103/PhysRevE.66.065102,https://www.semanticscholar.org/paper/8d8c8bcb08ef27b860ae08aae205abc274862b2c,https://arxiv.org/pdf/cond-mat/0301086,,10.1103/PhysRevE.66.065102,cond-mat/0301086,12513335,17189308,Computer Science; Engineering; Medicine; Physics,JournalArticle,securities market,1,citations=1762; influential=76; survey/benchmark signal; open PDF metadata; trade term matches=2,"We live in a modern world supported by large, complex networks. Examples range from financial markets to communication and transportation systems. In many realistic situations the flow of physical quantities in the network, as characterized by the loads on nodes, is important. We show that for such networks where loads can redistribute among the nodes, intentional attacks can lead to a cascade of overload failures, which can in turn cause the entire or a substantial part of the network to collapse. This is relevant for real-world networks that possess a highly heterogeneous distribution of loads, such as the Internet and power grids. We demonstrate that the heterogeneity of these networks makes them particularly vulnerable to attacks in that a large-scale cascade may be triggered by disabling a single key node. This brings obvious concerns on the security of such systems."
6,2002,Near-Optimal Reinforcement Learning in Polynomial Time,"Michael Kearns, Satinder Singh",Machine-mediated learning,2002-11-01,1230,96,230.589,Reinforcement Learning and Algorithmic Trading,reinforcement-learning,reinforcement-trading,Positions Near-Optimal Reinforcement Learning in Polynomial Time within Reinforcement Learning and Algorithmic Trading.,"high citation signal (1,230); influential citation signal (96); open-access PDF metadata","Simulated rewards can diverge from executable trading under slippage, latency, and market impact.; Policies can be brittle during regime shifts or stress periods.; Backtest-only evidence needs live or paper-trading validation.",https://doi.org/10.1023/A:1017984413808,https://www.semanticscholar.org/paper/dc649486b881e672eea6546da48c46e1f98daf32,https://link.springer.com/content/pdf/10.1023/A:1017984413808.pdf,,10.1023/A:1017984413808,,,2695116,Computer Science; Mathematics,JournalArticle,algorithmic trading; reinforcement learning trading,2,citations=1230; influential=96; AI/ML method signal; open PDF metadata; title trade matches=1; trade term matches=1; query hits=2,
7,2002,"Market Operations in Electric Power Systems : Forecasting, Scheduling, and Risk Management","M. Shahidehpour, Zuyi Li, H. Yamin",,,1129,69,226.138,"Risk, Volatility, and Forecast Evaluation",risk/volatility,risk-volatility,"Positions Market Operations in Electric Power Systems : Forecasting, Scheduling, and Risk Management within Risk, Volatility, and Forecast Evaluation.","high citation signal (1,129); influential citation signal (69)",Risk forecasts can fail under regime breaks and extreme events.; Choice of loss function strongly affects model rankings.; Citation counts do not prove suitability for a specific mandate or risk budget.,https://doi.org/10.5860/choice.40-1574,https://www.semanticscholar.org/paper/a093df9c1ecb439d1efd96d1a23508e541403db3,,,10.5860/choice.40-1574,,,152732659,Economics; Engineering,Review,securities market,1,citations=1129; influential=69; investment validation signal; open PDF metadata; title trade matches=2; trade term matches=2,
8,2002,Breadth of Ownership and Stock Returns,"Joseph Chen, Harrison G. Hong, Jeremy C. Stein",,2002-11-01,1109,75,225.897,Asset Pricing and Return Predictability,metadata-ranked,asset-pricing,Positions Breadth of Ownership and Stock Returns within Asset Pricing and Return Predictability.,"high citation signal (1,109); influential citation signal (75); open-access PDF metadata","Return predictability can disappear after transaction costs, crowding, and multiple-testing correction.; Citation impact can favor well-known anomalies even when live performance later weakens.; Metadata cannot verify whether data-snooping controls were adequate.",https://doi.org/10.1016/S0304-405X(02)00223-4,https://www.semanticscholar.org/paper/297e6ca862d9f424f2871560b9d4b5adad01871e,http://www.nber.org/papers/w8151.pdf,,10.1016/S0304-405X(02)00223-4,,,7860463,Business; Economics,,momentum investing stock market; stock market prediction; stock price prediction; stock returns,4,citations=1109; influential=75; open PDF metadata; title trade matches=2; trade term matches=2; query hits=4,
9,2002,"CAPITAL MARKET IMPERFECTIONS, HIGH-TECH INVESTMENT, AND NEW EQUITY FINANCING","Robert E. Carpenter, Bruce C. Petersen",,2002-11-19,1038,59,214.133,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions CAPITAL MARKET IMPERFECTIONS, HIGH-TECH INVESTMENT, AND NEW EQUITY FINANCING within General Finance, Surveys, and Trading Systems.","high citation signal (1,038); influential citation signal (59); open-access PDF metadata","Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1111/1468-0297.00683,https://www.semanticscholar.org/paper/cdb0258af787c4fc3bb1c54908f17ebc7e50316d,http://ecoxs02.eco.unipmn.it/eventi/innovarepercompetere/carpenter-petersen-cm.pdf,,10.1111/1468-0297.00683,,,36170279,Business; Economics,,capital markets investment,1,citations=1038; influential=59; open PDF metadata; title trade matches=1; trade term matches=1,
10,2002,What Drives Firm-Level Stock Returns?,Tuomo Vuolteenaho,,2002-02-01,1035,118,226.656,Asset Pricing and Return Predictability,metadata-ranked,asset-pricing,Positions What Drives Firm-Level Stock Returns? within Asset Pricing and Return Predictability.,"high citation signal (1,035); influential citation signal (118); open-access PDF metadata","Return predictability can disappear after transaction costs, crowding, and multiple-testing correction.; Citation impact can favor well-known anomalies even when live performance later weakens.; Metadata cannot verify whether data-snooping controls were adequate.",https://doi.org/10.2139/SSRN.190812,https://www.semanticscholar.org/paper/a94ef36474ff430d32c975c5c4bde211e87722e6,https://doi.org/10.3386/w8240,,10.2139/SSRN.190812,,,16133175,Economics,,stock returns,1,citations=1035; influential=118; open PDF metadata; title trade matches=2; trade term matches=2,
