rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
38,1,1,2018,Reconciling modern machine-learning practice and the classical bias–variance trade-off,"Mikhail Belkin, Daniel J. Hsu, Siyuan Ma, Soumik Mandal",Proceedings of the National Academy of Sciences of the United States of America,2018-12-28,2075,147,245.001,Machine Learning for Stock Prediction,machine-learning; deep-learning,machine-learning,"Significance While breakthroughs in machine learning and artificial intelligence are changing society, our fundamental understanding has lagged behind.","high citation signal (2,075); influential citation signal (147); open-access PDF metadata","Predictive accuracy may not translate into risk-adjusted returns after costs.; Feature leakage, survivorship bias, and nonstationarity are persistent concerns.; Metadata-driven screening cannot audit the exact train/test split.",https://doi.org/10.1073/pnas.1903070116,https://www.semanticscholar.org/paper/f86f1748d1b6d22870f4347fd5d65314ba800583,https://www.pnas.org/content/pnas/116/32/15849.full.pdf,,10.1073/pnas.1903070116,1812.11118,31341078,198496504,Computer Science; Mathematics; Medicine,JournalArticle,algorithmic trading,1,citations=2075; influential=147; AI/ML method signal; open PDF metadata; trade term matches=2,"Significance While breakthroughs in machine learning and artificial intelligence are changing society, our fundamental understanding has lagged behind. It is traditionally believed that fitting models to the training data exactly is to be avoided as it leads to poor performance on unseen data. However, powerful modern classifiers frequently have near-perfect fit in training, a disconnect that spurred recent intensive research and controversy on whether theory provides practical insights. In this work, we show how classical theory and modern practice can be reconciled within a single unified performance curve and propose a mechanism underlying its emergence. We believe this previously unknown pattern connecting the structure and performance of learning architectures will help shape design and understanding of learning algorithms. Breakthroughs in machine learning are rapidly changing science and society, yet our fundamental understanding of this technology has lagged far behind. Indeed, one of the central tenets of the field, the bias–variance trade-off, appears to be at odds with the observed behavior of methods used in modern machine-learning practice. The bias–variance trade-off implies that a model should balance underfitting and overfitting: Rich enough to express underlying structure in data and simple enough to avoid fitting spurious patterns. However, in modern practice, very rich models such as neural networks are trained to exactly fit (i.e., interpolate) the data. Classically, such models would be considered overfitted, and yet they often obtain high accuracy on test data. This apparent contradiction has raised questions about the mathematical foundations of machine learning and their relevance to practitioners. In this paper, we reconcile the classical understanding and the modern practice within a unified performance curve. This “double-descent” curve subsumes the textbook U-shaped bias–variance trade-off curve by showing how increasing model capacity beyond the point of interpolation results in improved performance. We provide evidence for the existence and ubiquity of double descent for a wide spectrum of models and datasets, and we posit a mechanism for its emergence. This connection between the performance and the structure of machine-learning models delineates the limits of classical analyses and has implications for both the theory and the practice of machine learning."
49,2,2,2018,Big Data and Machine Learning in Health Care.,"Andrew Beam, I. Kohane",Journal of the American Medical Association (JAMA),2018-04-03,1813,35,223.242,Machine Learning for Stock Prediction,machine-learning,machine-learning,Positions Big Data and Machine Learning in Health Care. within Machine Learning for Stock Prediction.,"high citation signal (1,813); influential citation signal (35)","Predictive accuracy may not translate into risk-adjusted returns after costs.; Feature leakage, survivorship bias, and nonstationarity are persistent concerns.; Metadata-driven screening cannot audit the exact train/test split.",https://doi.org/10.1001/jama.2017.18391,https://www.semanticscholar.org/paper/efca2a32ce9c7a808c2c3efcc2c3dac032dfc8ea,,,10.1001/jama.2017.18391,,29532063,45552660,Computer Science; Medicine,JournalArticle,algorithmic trading,1,citations=1813; influential=35; AI/ML method signal; open PDF metadata; title trade matches=1; trade term matches=1,
53,3,3,2018,Multi-Task Learning as Multi-Objective Optimization,"Ozan Sener, V. Koltun",Neural Information Processing Systems,2018-10-10,1741,239,246.91,Deep Learning and Financial Time Series,deep-learning,deep-learning,"In multi-task learning, multiple tasks are solved jointly, sharing inductive bias between them.","high citation signal (1,741); influential citation signal (239)","Deep models can overfit noisy, nonstationary, and low signal-to-noise market data.; Compute-heavy models may be hard to reproduce without code and data access.; Reported gains need robustness checks across regimes and markets.",https://www.semanticscholar.org/paper/2b0d7e51efd004fe3847f54863540c79312f3546,https://www.semanticscholar.org/paper/2b0d7e51efd004fe3847f54863540c79312f3546,,,,1810.04650,,52957972,Computer Science; Mathematics,JournalArticle,algorithmic trading,1,citations=1741; influential=239; AI/ML method signal; open PDF metadata; trade term matches=1,"In multi-task learning, multiple tasks are solved jointly, sharing inductive bias between them. Multi-task learning is inherently a multi-objective problem because different tasks may conflict, necessitating a trade-off. A common compromise is to optimize a proxy objective that minimizes a weighted linear combination of per-task losses. However, this workaround is only valid when the tasks do not compete, which is rarely the case. In this paper, we explicitly cast multi-task learning as multi-objective optimization, with the overall objective of finding a Pareto optimal solution. To this end, we use algorithms developed in the gradient-based multi-objective optimization literature. These algorithms are not directly applicable to large-scale learning problems since they scale poorly with the dimensionality of the gradients and the number of tasks. We therefore propose an upper bound for the multi-objective loss and show that it can be optimized efficiently. We further prove that optimizing this upper bound yields a Pareto optimal solution under realistic assumptions. We apply our method to a variety of multi-task deep learning problems including digit classification, scene understanding (joint semantic segmentation, instance segmentation, and depth estimation), and multi-label classification. Our method produces higher-performing models than recent multi-task learning formulations or per-task training."
74,4,4,2018,AMC: AutoML for Model Compression and Acceleration on Mobile Devices,"Yihui He, Ji Lin, Zhijian Liu, Hanrui Wang, Li-Jia Li, Song Han",European Conference on Computer Vision,2018-02-10,1493,208,243.595,Reinforcement Learning and Algorithmic Trading,deep-learning; reinforcement-learning,deep-learning; reinforcement-trading,Model compression is an effective technique to efficiently deploy neural network models on mobile devices which have limited computation resources and tight power budgets.,"high citation signal (1,493); influential citation signal (208)","Simulated rewards can diverge from executable trading under slippage, latency, and market impact.; Policies can be brittle during regime shifts or stress periods.; Backtest-only evidence needs live or paper-trading validation.",https://doi.org/10.1007/978-3-030-01234-2_48,https://www.semanticscholar.org/paper/1717255b6aea01fe956cef998abbc3c399b5d7cf,,,10.1007/978-3-030-01234-2_48,1802.03494,,52048008,Computer Science; Engineering,JournalArticle; Conference,reinforcement learning trading,1,citations=1493; influential=208; AI/ML method signal; open PDF metadata; trade term matches=3,"Model compression is an effective technique to efficiently deploy neural network models on mobile devices which have limited computation resources and tight power budgets. Conventional model compression techniques rely on hand-crafted features and require domain experts to explore the large design space trading off among model size, speed, and accuracy, which is usually sub-optimal and time-consuming. In this paper, we propose AutoML for Model Compression (AMC) which leverages reinforcement learning to efficiently sample the design space and can improve the model compression quality. We achieved state-of-the-art model compression results in a fully automated way without any human efforts. Under 4\(\times \) FLOPs reduction, we achieved 2.7% better accuracy than the hand-crafted model compression method for VGG-16 on ImageNet. We applied this automated, push-the-button compression pipeline to MobileNet-V1 and achieved a speedup of 1.53\(\times \) on the GPU (Titan Xp) and 1.95\(\times \) on an Android phone (Google Pixel 1), with negligible loss of accuracy."
100,5,5,2018,"DynaSLAM: Tracking, Mapping, and Inpainting in Dynamic Scenes","Berta Bescós, José M. Fácil, Javier Civera, José Neira",IEEE Robotics and Automation Letters,2018-06-14,1188,141,231.161,Deep Learning and Financial Time Series,deep-learning,deep-learning,The assumption of scene rigidity is typical in SLAM algorithms.,"high citation signal (1,188); influential citation signal (141); open-access PDF metadata","Deep models can overfit noisy, nonstationary, and low signal-to-noise market data.; Compute-heavy models may be hard to reproduce without code and data access.; Reported gains need robustness checks across regimes and markets.",https://doi.org/10.1109/LRA.2018.2860039,https://www.semanticscholar.org/paper/25811285a1c1fd514b315d6a05adc2cb4abe9618,https://zaguan.unizar.es/record/71183/files/texto_completo.pdf,,10.1109/LRA.2018.2860039,1806.05620,,49207678,Computer Science; Engineering,JournalArticle,algorithmic trading,1,citations=1188; influential=141; AI/ML method signal; open PDF metadata; trade term matches=1,"The assumption of scene rigidity is typical in SLAM algorithms. Such a strong assumption limits the use of most visual SLAM systems in populated real-world environments, which are the target of several relevant applications like service robotics or autonomous vehicles. In this letter we present DynaSLAM, a visual SLAM system that, building on ORB-SLAM2, adds the capabilities of dynamic object detection and background inpainting. DynaSLAM is robust in dynamic scenarios for monocular, stereo, and RGB-D configurations. We are capable of detecting the moving objects either by multiview geometry, deep learning, or both. Having a static map of the scene allows inpainting the frame background that has been occluded by such dynamic objects. We evaluate our system in public monocular, stereo, and RGB-D datasets. We study the impact of several accuracy/speed trade-offs to assess the limits of the proposed methodology. DynaSLAM outperforms the accuracy of standard visual SLAM baselines in highly dynamic scenarios. And it also estimates a map of the static parts of the scene, which is a must for long-term applications in real-world environments."
111,6,6,2018,HAQ: Hardware-Aware Automated Quantization With Mixed Precision,"Kuan Wang, Zhijian Liu, Yujun Lin, Ji Lin, Song Han",Computer Vision and Pattern Recognition,2018-11-21,1105,144,233.861,Reinforcement Learning and Algorithmic Trading,deep-learning; reinforcement-learning,deep-learning; reinforcement-trading,Model quantization is a widely used technique to compress and accelerate deep neural network (DNN) inference.,"high citation signal (1,105); influential citation signal (144); open-access PDF metadata","Simulated rewards can diverge from executable trading under slippage, latency, and market impact.; Policies can be brittle during regime shifts or stress periods.; Backtest-only evidence needs live or paper-trading validation.",https://doi.org/10.1109/CVPR.2019.00881,https://www.semanticscholar.org/paper/54c4642d017830e1faddbb49f0377228d2b01493,https://dspace.mit.edu/bitstream/1721.1/129522/2/1811.08886.pdf,,10.1109/CVPR.2019.00881,1811.08886,,102350477,Computer Science; Engineering,JournalArticle; Conference,algorithmic trading; reinforcement learning trading,2,citations=1105; influential=144; AI/ML method signal; open PDF metadata; trade term matches=3; query hits=2,"Model quantization is a widely used technique to compress and accelerate deep neural network (DNN) inference. Emergent DNN hardware accelerators begin to support mixed precision (1-8 bits) to further improve the computation efficiency, which raises a great challenge to find the optimal bitwidth for each layer: it requires domain experts to explore the vast design space trading off among accuracy, latency, energy, and model size, which is both time-consuming and sub-optimal. There are plenty of specialized hardware for neural networks, but little research has been done for specialized neural network optimization for a particular hardware architecture. Conventional quantization algorithm ignores the different hardware architectures and quantizes all the layers in a uniform way. In this paper, we introduce the Hardware-Aware Automated Quantization (HAQ) framework which leverages the reinforcement learning to automatically determine the quantization policy, and we take the hardware accelerator's feedback in the design loop. Rather than relying on proxy signals such as FLOPs and model size, we employ a hardware simulator to generate direct feedback signals (latency and energy) to the RL agent. Compared with conventional methods, our framework is fully automated and can specialize the quantization policy for different neural network architectures and hardware architectures. Our framework effectively reduced the latency by 1.4-1.95x and the energy consumption by 1.9x with negligible loss of accuracy compared with the fixed bitwidth (8 bits) quantization. Our framework reveals that the optimal policies on different hardware architectures (i.e., edge and cloud architectures) under different resource constraints (i.e., latency, energy and model size) are drastically different. We interpreted the implication of different quantization policies, which offer insights for both neural network architecture design and hardware architecture design."
114,7,7,2018,A Hybrid Approach to Privacy-Preserving Federated Learning,"Stacey Truex, Nathalie Baracaldo, Ali Anwar, T. Steinke, Heiko Ludwig, Rui Zhang",Informatik-Spektrum,2018-12-07,1090,62,217.891,Machine Learning for Stock Prediction,machine-learning,machine-learning,Federated learning facilitates the collaborative training of models without the sharing of raw data.,"high citation signal (1,090); influential citation signal (62); open-access PDF metadata","Predictive accuracy may not translate into risk-adjusted returns after costs.; Feature leakage, survivorship bias, and nonstationarity are persistent concerns.; Metadata-driven screening cannot audit the exact train/test split.",https://doi.org/10.1007/s00287-019-01205-x,https://www.semanticscholar.org/paper/67498fdf77fd036a09a4593c37b012d6cf34f3f6,https://arxiv.org/pdf/1812.03224,,10.1007/s00287-019-01205-x,1812.03224,,54460482,Computer Science; Mathematics,JournalArticle; Book,algorithmic trading,1,citations=1090; influential=62; AI/ML method signal; open PDF metadata; trade term matches=1,"Federated learning facilitates the collaborative training of models without the sharing of raw data. However, recent attacks demonstrate that simply maintaining data locality during training processes does not provide sufficient privacy guarantees. Rather, we need a federated learning system capable of preventing inference over both the messages exchanged during training and the final trained model while ensuring the resulting model also has acceptable predictive accuracy. Existing federated learning approaches either use secure multiparty computation (SMC) which is vulnerable to inference or differential privacy which can lead to low accuracy given a large number of parties with relatively small amounts of data each. In this paper, we present an alternative approach that utilizes both differential privacy and SMC to balance these trade-offs. Combining differential privacy with secure multiparty computation enables us to reduce the growth of noise injection as the number of parties increases without sacrificing privacy while maintaining a pre-defined rate of trust. Our system is therefore a scalable approach that protects against inference threats and produces models with high accuracy. Additionally, our system can be used to train a variety of machine learning models, which we validate with experimental results on 3 different machine learning algorithms. Our experiments demonstrate that our approach out-performs state of the art solutions."
121,8,8,2018,"Model Evaluation, Model Selection, and Algorithm Selection in Machine Learning",S. Raschka,arXiv.org,2018-11-13,1051,51,216.403,Machine Learning for Stock Prediction,machine-learning,machine-learning,"The correct use of model evaluation, model selection, and algorithm selection techniques is vital in academic machine learning research as well as in many industrial settings.","high citation signal (1,051); influential citation signal (51)","Predictive accuracy may not translate into risk-adjusted returns after costs.; Feature leakage, survivorship bias, and nonstationarity are persistent concerns.; Metadata-driven screening cannot audit the exact train/test split.",https://www.semanticscholar.org/paper/eef183687fab4d762a381f2e80e357e08e923f0a,https://www.semanticscholar.org/paper/eef183687fab4d762a381f2e80e357e08e923f0a,,,,1811.12808,,49529756,Computer Science; Mathematics,JournalArticle; Review,algorithmic trading,1,citations=1051; influential=51; AI/ML method signal; open PDF metadata; title trade matches=1; trade term matches=1,"The correct use of model evaluation, model selection, and algorithm selection techniques is vital in academic machine learning research as well as in many industrial settings. This article reviews different techniques that can be used for each of these three subtasks and discusses the main advantages and disadvantages of each technique with references to theoretical and empirical studies. Further, recommendations are given to encourage best yet feasible practices in research and applications of machine learning. Common methods such as the holdout method for model evaluation and selection are covered, which are not recommended when working with small datasets. Different flavors of the bootstrap technique are introduced for estimating the uncertainty of performance estimates, as an alternative to confidence intervals via normal approximation if bootstrapping is computationally feasible. Common cross-validation techniques such as leave-one-out cross-validation and k-fold cross-validation are reviewed, the bias-variance trade-off for choosing k is discussed, and practical tips for the optimal choice of k are given based on empirical evidence. Different statistical tests for algorithm comparisons are presented, and strategies for dealing with multiple comparisons such as omnibus tests and multiple-comparison corrections are discussed. Finally, alternative methods for algorithm selection, such as the combined F-test 5x2 cross-validation and nested cross-validation, are recommended for comparing machine learning algorithms when datasets are small."
145,9,9,2018,Consortium Blockchain for Secure Energy Trading in Industrial Internet of Things,"Zhetao Li, Jiawen Kang, Rong Yu, Dongdong Ye, Qingyong Deng, Yan Zhang",IEEE Transactions on Industrial Informatics,2018-08-01,961,41,217.446,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions Consortium Blockchain for Secure Energy Trading in Industrial Internet of Things within General Finance, Surveys, and Trading Systems.",high citation signal (961); influential citation signal (41); recognized finance/AI venue; open-access PDF metadata,"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1109/TII.2017.2786307,https://www.semanticscholar.org/paper/85c150aaa9a449a2ce4b469e015bae3733b475e4,https://www.duo.uio.no/bitstream/10852/71609/2/IEEETIIBlockchain2018.pdf,,10.1109/TII.2017.2786307,,,51982144,Computer Science; Engineering; Environmental Science,JournalArticle,securities market,1,citations=961; influential=41; recognized finance/AI venue; open PDF metadata; title trade matches=1; trade term matches=1,
151,10,10,2018,Do shareholders benefit from green bonds?,"D. Tang, Yupu Zhang",Journal of Corporate Finance,2018-11-22,928,41,212.678,Market Microstructure and High-Frequency Trading,microstructure,high-frequency,Abstract The green bond market has been growing rapidly worldwide since its debut in 2007.,high citation signal (928); influential citation signal (41),"High-frequency results depend heavily on market access, latency, fees, and order-book reconstruction quality.; Public metadata rarely reveals execution assumptions.; Short-horizon predictability can vanish when capacity and competition are considered.",https://doi.org/10.1016/J.JCORPFIN.2018.12.001,https://www.semanticscholar.org/paper/5bb37ab8def3910a5fb61c4d7367bc6df875575f,,,10.1016/J.JCORPFIN.2018.12.001,,,216274186,Business; Economics; Environmental Science,,stock returns,1,citations=928; influential=41; survey/benchmark signal; open PDF metadata; trade term matches=4,"Abstract The green bond market has been growing rapidly worldwide since its debut in 2007. We present the first empirical study on the announcement returns and real effects of green bond issuance by firms in 28 countries during 2007–2017. After compiling a comprehensive international green bond dataset, we document that stock prices positively respond to green bond issuance. However, we do not find a consistently significant premium for green bonds, suggesting that the positive stock returns around green bond announcements are not fully driven by the lower cost of debt. Nevertheless, we show that institutional ownership, especially from domestic institutions, increases after the firm issues green bonds. Moreover, stock liquidity significantly improves upon the issuance of green bonds. Overall, our findings suggest that the firm's issuance of green bonds is beneficial to its existing shareholders."
