rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
24,1,1,2012,Market Liquidity: Illiquidity and Stock Returns Cross-Section and Time-Series Effects＊,Y. Amihud,,,2800,557,270.171,Market Microstructure and High-Frequency Trading,asset-pricing; microstructure,high-frequency; asset-pricing,Positions Market Liquidity: Illiquidity and Stock Returns Cross-Section and Time-Series Effects＊ within Market Microstructure and High-Frequency Trading.,"high citation signal (2,800); influential citation signal (557); open-access PDF metadata","High-frequency results depend heavily on market access, latency, fees, and order-book reconstruction quality.; Public metadata rarely reveals execution assumptions.; Short-horizon predictability can vanish when capacity and competition are considered.",https://doi.org/10.1017/CBO9780511844393.010,https://www.semanticscholar.org/paper/290aba79becee1d966832cbd08ed44382fc6be45,http://archive.nyu.edu/bitstream/2451/26706/2/FIN-00-041.pdf,,10.1017/CBO9780511844393.010,,,10262776,Business; Economics,,stock returns,1,citations=2800; influential=557; open PDF metadata; title trade matches=2; trade term matches=2,
62,2,2,2012,Bayesian reasoning and machine learning,D. Barber,,2012-03-12,1621,181,243.467,Machine Learning for Stock Prediction,machine-learning,machine-learning,Positions Bayesian reasoning and machine learning within Machine Learning for Stock Prediction.,"high citation signal (1,621); influential citation signal (181); open-access PDF metadata","Predictive accuracy may not translate into risk-adjusted returns after costs.; Feature leakage, survivorship bias, and nonstationarity are persistent concerns.; Metadata-driven screening cannot audit the exact train/test split.",https://doi.org/10.1017/CBO9780511804779.017,https://www.semanticscholar.org/paper/92ace17730c2173e642934d64f96d359697b7a93,http://web4.cs.ucl.ac.uk/staff/D.Barber/textbook/270212.pdf,,10.1017/CBO9780511804779.017,,,6664936,Computer Science; Mathematics,,machine learning stock market,1,citations=1621; influential=181; AI/ML method signal; open PDF metadata; title trade matches=1; trade term matches=1,
68,3,3,2012,"Size, Value, and Momentum in International Stock Returns",Sandra Krueger,,2012-11-01,1546,160,239.709,Asset Pricing and Return Predictability,metadata-ranked,asset-pricing,"Positions Size, Value, and Momentum in International Stock Returns within Asset Pricing and Return Predictability.","high citation signal (1,546); influential citation signal (160)","Return predictability can disappear after transaction costs, crowding, and multiple-testing correction.; Citation impact can favor well-known anomalies even when live performance later weakens.; Metadata cannot verify whether data-snooping controls were adequate.",https://doi.org/10.2469/DIG.V42.N4.49,https://www.semanticscholar.org/paper/be388fb9059c223c97be2bea43d467d598ef4bf0,,,10.2469/DIG.V42.N4.49,,,155528453,Business; Economics,,stock returns,1,citations=1546; influential=160; open PDF metadata; title trade matches=2; trade term matches=2,
90,4,4,2012,Time Series Momentum,"Tobias J. Moskowitz, Yao Hua Ooi, L. Pedersen",,2012-05-01,1346,160,238.664,"Sentiment, News, and Alternative Data",portfolio; asset-pricing; sentiment/text,portfolio; sentiment-altdata; asset-pricing,"We document significant ‘‘time series momentum’’ in equity index, currency, commodity, and bond futures for each of the 58 liquid instruments we consider.","high citation signal (1,346); influential citation signal (160); open-access PDF metadata",Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://doi.org/10.1016/J.JFINECO.2011.11.003,https://www.semanticscholar.org/paper/797398408f967a6e6bc4570db7df7daeccd6fa61,https://doi.org/10.1016/j.jfineco.2011.11.003,,10.1016/J.JFINECO.2011.11.003,,,3370852,Economics,,equity returns,1,citations=1346; influential=160; investment validation signal; open PDF metadata; trade term matches=3,"We document significant ‘‘time series momentum’’ in equity index, currency, commodity, and bond futures for each of the 58 liquid instruments we consider. We find persistence in returns for one to 12 months that partially reverses over longer horizons, consistent with sentiment theories of initial under-reaction and delayed over-reaction. A diversified portfolio of time series momentum strategies across all asset classes delivers substantial abnormal returns with little exposure to standard asset pricing factors and performs best during extreme markets. Examining the trading activities of speculators and hedgers, we find that speculators profit from time series momentum at the expense of hedgers."
125,5,5,2012,"Risk Management, Corporate Governance, and Bank Performance in the Financial Crisis","Vincent Aebi, G. Sabato, Markus Schmid",,2012-12-01,1041,108,227.555,"Risk, Volatility, and Forecast Evaluation",risk/volatility,risk-volatility,"Positions Risk Management, Corporate Governance, and Bank Performance in the Financial Crisis within Risk, Volatility, and Forecast Evaluation.","high citation signal (1,041); influential citation signal (108)",Risk forecasts can fail under regime breaks and extreme events.; Choice of loss function strongly affects model rankings.; Citation counts do not prove suitability for a specific mandate or risk budget.,https://doi.org/10.2139/SSRN.1942896,https://www.semanticscholar.org/paper/d9c2e03f19adf40ce5099bae0c7d033dff190086,,,10.2139/SSRN.1942896,,,13318318,Business; Economics,,stock returns,1,citations=1041; influential=108; investment validation signal; open PDF metadata; title trade matches=1; trade term matches=1,
127,6,6,2012,Smart cities of the future,"Michael Batty, K. Axhausen, F. Giannotti, A. Pozdnoukhov, Armando Bazzani, M. Wachowicz, Georgios K. Ouzounis, Y. Portugali",The European Physical Journal Special Topics,2012-11-01,1037,50,214.837,"Sentiment, News, and Alternative Data",sentiment/text; risk/volatility,sentiment-altdata; risk-volatility,"Here we sketch the rudiments of what constitutes a smart city which we define as a city in which ICT is merged with traditional infrastructures, coordinated and integrated using new digital technologies.","high citation signal (1,037); influential citation signal (50); open-access PDF metadata",Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://doi.org/10.1140/epjst/e2012-01703-3,https://www.semanticscholar.org/paper/8682e66b99e08ccffe80af8a8f4a8c98141d77d7,https://link.springer.com/content/pdf/10.1140/epjst/e2012-01703-3.pdf,,10.1140/epjst/e2012-01703-3,,,261878566,Business; Computer Science; Engineering; Environmental Science,,equity portfolio performance,1,citations=1037; influential=50; investment validation signal; open PDF metadata; trade term matches=1,"Here we sketch the rudiments of what constitutes a smart city which we define as a city in which ICT is merged with traditional infrastructures, coordinated and integrated using new digital technologies. We first sketch our vision defining seven goals which concern: developing a new understanding of urban problems; effective and feasible ways to coordinate urban technologies; models and methods for using urban data across spatial and temporal scales; developing new technologies for communication and dissemination; developing new forms of urban governance and organisation; defining critical problems relating to cities, transport, and energy; and identifying risk, uncertainty, and hazards in the smart city. To this, we add six research challenges: to relate the infrastructure of smart cities to their operational functioning and planning through management, control and optimisation; to explore the notion of the city as a laboratory for innovation; to provide portfolios of urban simulation which inform future designs; to develop technologies that ensure equity, fairness and realise a better quality of city life; to develop technologies that ensure informed participation and create shared knowledge for democratic city governance; and to ensure greater and more effective mobility and access to opportunities for urban populations. We begin by defining the state of the art, explaining the science of smart cities. We define six scenarios based on new cities badging themselves as smart, older cities regenerating themselves as smart, the development of science parks, tech cities, and technopoles focused on high technologies, the development of urban services using contemporary ICT, the use of ICT to develop new urban intelligence functions, and the development of online and mobile forms of participation. Seven project areas are then proposed: Integrated Databases for the Smart City, Sensing, Networking and the Impact of New Social Media, Modelling Network Performance, Mobility and Travel Behaviour, Modelling Urban Land Use, Transport and Economic Interactions, Modelling Urban Transactional Activities in Labour and Housing Markets, Decision Support as Urban Intelligence, Participatory Governance and Planning Structures for the Smart City. Finally we anticipate the paradigm shifts that will occur in this research and define a series of key demonstrators which we believe are important to progressing a science of smart cities."
176,7,7,2012,"Technological Innovation, Resource Allocation, and Growth","L. Kogan, D. Papanikolaou, Amit Seru, Noah Stoffman",,,874,112,217.216,"Sentiment, News, and Alternative Data",sentiment/text,stock-prediction; sentiment-altdata,We propose a new measure of the economic importance of each innovation.,high citation signal (874); influential citation signal (112); open-access PDF metadata,Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://doi.org/10.2139/ssrn.2193068,https://www.semanticscholar.org/paper/911dd5447a62a236e2f4e4c69c0e91d31892c380,https://doi.org/10.3386/w17769,,10.2139/ssrn.2193068,,,11263011,Business; Economics,,stock market prediction,1,citations=874; influential=112; open PDF metadata; trade term matches=1,"We propose a new measure of the economic importance of each innovation. Our measure uses newly collected data on patents issued to US firms in the 1926 to 2010 period, combined with the stock market response to news about patents. Our patent- level estimates of private economic value are positively related to the scientific value of these patents, as measured by the number of citations that the patent receives in the future. Our new measure is associated with substantial growth, reallocation and creative destruction, consistent with the predictions of Schumpeterian growth models. Aggregating our measure suggests that technological innovation accounts for significant medium-run fluctuations in aggregate economic growth and TFP. Our measure contains additional information relative to citation-weighted patent counts; the relation between our measure and firm growth is considerably stronger. Importantly, the degree of creative destruction that is associated with our measure is higher than previous estimates, confirming that it is a useful proxy for the private valuation of patents."
209,8,8,2012,The Real Effects of Financial Markets,"P. Bond, Alex Edmans, Itay Goldstein",,2012-03-01,810,62,212.366,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions The Real Effects of Financial Markets within General Finance, Surveys, and Trading Systems.",high citation signal (810); influential citation signal (62); open-access PDF metadata,"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.2139/SSRN.1976347,https://www.semanticscholar.org/paper/a2827df42520c9d82081e8c90f0827cdb5b4a29a,https://doi.org/10.3386/w17719,,10.2139/SSRN.1976347,,,7050107,Economics,Review,securities market,1,citations=810; influential=62; open PDF metadata; title trade matches=2; trade term matches=2,
225,9,9,2012,Neural Networks: Tricks of the Trade,"Grgoire Montavon, G. Orr, Klaus-robert Mller",Lecture Notes in Computer Science,2012-11-06,784,25,200.258,Deep Learning and Financial Time Series,deep-learning,deep-learning,Positions Neural Networks: Tricks of the Trade within Deep Learning and Financial Time Series.,high citation signal (784); influential citation signal (25),"Deep models can overfit noisy, nonstationary, and low signal-to-noise market data.; Compute-heavy models may be hard to reproduce without code and data access.; Reported gains need robustness checks across regimes and markets.",https://doi.org/10.1007/978-3-642-35289-8,https://www.semanticscholar.org/paper/b305c18d17fd6a17e8e52a21bcd680220d322cc3,,,10.1007/978-3-642-35289-8,,,39578794,Computer Science,,algorithmic trading,1,citations=784; influential=25; AI/ML method signal; open PDF metadata; title trade matches=1; trade term matches=1,
277,10,10,2012,Customer-Base Concentration: Implications for Firm Performance and Capital Markets,Panos N. Patatoukas,,2012-03-01,668,61,209.907,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions Customer-Base Concentration: Implications for Firm Performance and Capital Markets within General Finance, Surveys, and Trading Systems.",high citation signal (668); influential citation signal (61),"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.2308/ACCR-10198,https://www.semanticscholar.org/paper/8f222b1906442d5e8612a0fa29676c8ba02a9179,,,10.2308/ACCR-10198,,,14114401,Business; Economics,,market efficiency stock returns; stock returns,2,citations=668; influential=61; open PDF metadata; title trade matches=2; trade term matches=2; query hits=2,
