candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
1,2015,SegNet: A Deep Convolutional Encoder-Decoder Architecture for Image Segmentation,"Vijay Badrinarayanan, Alex Kendall, R. Cipolla",IEEE Transactions on Pattern Analysis and Machine Intelligence,2015-11-02,18049,1678,340.583,Deep Learning and Financial Time Series,deep-learning,deep-learning,We present a novel and practical deep fully convolutional neural network architecture for semantic pixel-wise segmentation termed SegNet.,"high citation signal (18,049); influential citation signal (1,678); recognized finance/AI venue; open-access PDF metadata","Deep models can overfit noisy, nonstationary, and low signal-to-noise market data.; Compute-heavy models may be hard to reproduce without code and data access.; Reported gains need robustness checks across regimes and markets.",https://doi.org/10.1109/TPAMI.2016.2644615,https://www.semanticscholar.org/paper/b0c065cd43aa7280e766b5dcbcc7e26abce59330,https://doi.org/10.1109/tpami.2016.2644615,,10.1109/TPAMI.2016.2644615,1511.00561,28060704,60814714,Computer Science; Medicine,JournalArticle,quantitative trading,1,citations=18049; influential=1678; recognized finance/AI venue; survey/benchmark signal; AI/ML method signal; open PDF metadata; trade term matches=1,"We present a novel and practical deep fully convolutional neural network architecture for semantic pixel-wise segmentation termed SegNet. This core trainable segmentation engine consists of an encoder network, a corresponding decoder network followed by a pixel-wise classification layer. The architecture of the encoder network is topologically identical to the 13 convolutional layers in the VGG16 network [1] . The role of the decoder network is to map the low resolution encoder feature maps to full input resolution feature maps for pixel-wise classification. The novelty of SegNet lies is in the manner in which the decoder upsamples its lower resolution input feature map(s). Specifically, the decoder uses pooling indices computed in the max-pooling step of the corresponding encoder to perform non-linear upsampling. This eliminates the need for learning to upsample. The upsampled maps are sparse and are then convolved with trainable filters to produce dense feature maps. We compare our proposed architecture with the widely adopted FCN [2] and also with the well known DeepLab-LargeFOV [3] , DeconvNet [4] architectures. This comparison reveals the memory versus accuracy trade-off involved in achieving good segmentation performance. SegNet was primarily motivated by scene understanding applications. Hence, it is designed to be efficient both in terms of memory and computational time during inference. It is also significantly smaller in the number of trainable parameters than other competing architectures and can be trained end-to-end using stochastic gradient descent. We also performed a controlled benchmark of SegNet and other architectures on both road scenes and SUN RGB-D indoor scene segmentation tasks. These quantitative assessments show that SegNet provides good performance with competitive inference time and most efficient inference memory-wise as compared to other architectures. We also provide a Caffe implementation of SegNet and a web demo at http://mi.eng.cam.ac.uk/projects/segnet/."
2,2015,Weight Uncertainty in Neural Network,"C. Blundell, Julien Cornebise, K. Kavukcuoglu, Daan Wierstra",International Conference on Machine Learning,2015-07-06,2389,311,262.541,Deep Learning and Financial Time Series,machine-learning; deep-learning,machine-learning; deep-learning,Positions Weight Uncertainty in Neural Network within Deep Learning and Financial Time Series.,"high citation signal (2,389); influential citation signal (311)","Deep models can overfit noisy, nonstationary, and low signal-to-noise market data.; Compute-heavy models may be hard to reproduce without code and data access.; Reported gains need robustness checks across regimes and markets.",https://www.semanticscholar.org/paper/62adfea3cc1cd9eb6b53e0e8a40be5dfda2adf8d,https://www.semanticscholar.org/paper/62adfea3cc1cd9eb6b53e0e8a40be5dfda2adf8d,,,,,,39895556,Computer Science; Mathematics,JournalArticle; Conference,algorithmic trading; reinforcement learning trading,2,citations=2389; influential=311; AI/ML method signal; open PDF metadata; title trade matches=1; trade term matches=2; query hits=2,
3,2015,Weight Uncertainty in Neural Networks,"C. Blundell, Julien Cornebise, K. Kavukcuoglu, Daan Wierstra",arXiv.org,2015-05-20,2142,319,260.496,Reinforcement Learning and Algorithmic Trading,deep-learning; reinforcement-learning,deep-learning; reinforcement-trading,"We introduce a new, efficient, principled and backpropagation-compatible algorithm for learning a probability distribution on the weights of a neural network, called Bayes by Backprop.","high citation signal (2,142); influential citation signal (319)","Simulated rewards can diverge from executable trading under slippage, latency, and market impact.; Policies can be brittle during regime shifts or stress periods.; Backtest-only evidence needs live or paper-trading validation.",https://www.semanticscholar.org/paper/da6057368920585bcf2443295b98418840f1fc80,https://www.semanticscholar.org/paper/da6057368920585bcf2443295b98418840f1fc80,,,,1505.05424,,1806222,Computer Science; Mathematics,JournalArticle,algorithmic trading; reinforcement learning trading,2,citations=2142; influential=319; AI/ML method signal; open PDF metadata; title trade matches=1; trade term matches=2; query hits=2,"We introduce a new, efficient, principled and backpropagation-compatible algorithm for learning a probability distribution on the weights of a neural network, called Bayes by Backprop. It regularises the weights by minimising a compression cost, known as the variational free energy or the expected lower bound on the marginal likelihood. We show that this principled kind of regularisation yields comparable performance to dropout on MNIST classification. We then demonstrate how the learnt uncertainty in the weights can be used to improve generalisation in non-linear regression problems, and how this weight uncertainty can be used to drive the exploration-exploitation trade-off in reinforcement learning."
4,2015,Predicting stock and stock price index movement using Trend Deterministic Data Preparation and machine learning techniques,"Jigar Patel, Sahil R. Shah, Priyank Thakkar, Ketan Kotecha",Expert systems with applications,,1047,49,234.77,Machine Learning for Stock Prediction,machine-learning,stock-prediction; machine-learning,Positions Predicting stock and stock price index movement using Trend Deterministic Data Preparation and machine learning techniques within Machine Learning for Stock Prediction.,"high citation signal (1,047); influential citation signal (49); recognized finance/AI venue","Predictive accuracy may not translate into risk-adjusted returns after costs.; Feature leakage, survivorship bias, and nonstationarity are persistent concerns.; Metadata-driven screening cannot audit the exact train/test split.",https://doi.org/10.1016/j.eswa.2014.07.040,https://www.semanticscholar.org/paper/81be22bd4cf4e7ebb6ff5aa2a415e6b9aaf712fc,,,10.1016/j.eswa.2014.07.040,,,10538887,Business; Computer Science,JournalArticle,algorithmic trading; machine learning stock market; neural networks stock market; stock market prediction; stock price prediction; support vector machine stock prediction,6,citations=1047; influential=49; recognized finance/AI venue; AI/ML method signal; open PDF metadata; title trade matches=2; trade term matches=2; query hits=6,
5,2015,Investor sentiment aligned: : A powerful predictor of stock returns,"Dashan Huang, Fuwei Jiang, Jun Tu, Guofu Zhou",,2015-03-01,916,50,220.11,"Sentiment, News, and Alternative Data",forecasting; sentiment/text,stock-prediction; sentiment-altdata; asset-pricing; behavioral-finance,We propose a new investor sentiment index that is aligned with the purpose of predicting the aggregate stock market.,high citation signal (916); influential citation signal (50); open-access PDF metadata,Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://doi.org/10.2139/SSRN.2311618,https://www.semanticscholar.org/paper/d764d14c880a6fb660fdfd3e07e9f134e73bad95,https://ink.library.smu.edu.sg/context/lkcsb_research/article/4774/viewcontent/HuangJiangTuZhou_2015_InvestorSentimentAligned.pdf,,10.2139/SSRN.2311618,,,59389568,Economics,,investor sentiment stock returns; momentum investing stock market; stock returns; value investing stock market,4,citations=916; influential=50; open PDF metadata; title trade matches=3; trade term matches=4; query hits=4,"We propose a new investor sentiment index that is aligned with the purpose of predicting the aggregate stock market. By eliminating a common noise component in sentiment proxies, the new index has much greater predictive power than existing sentiment indices have both in and out of sample, and the predictability becomes both statistically and economically significant. In addition, it outperforms well-recognized macroeconomic variables and can also predict cross-sectional stock returns sorted by industry, size, value, and momentum. The driving force of the predictive power appears to stem from investors' biased beliefs about future cash flows."
6,2015,Deep Learning for Event-Driven Stock Prediction,"Xiao Ding, Yue Zhang, Ting Liu, Junwen Duan",International Joint Conference on Artificial Intelligence,2015-07-25,827,56,219.421,Deep Learning and Financial Time Series,forecasting; deep-learning,stock-prediction; deep-learning,Positions Deep Learning for Event-Driven Stock Prediction within Deep Learning and Financial Time Series.,high citation signal (827); influential citation signal (56),"Deep models can overfit noisy, nonstationary, and low signal-to-noise market data.; Compute-heavy models may be hard to reproduce without code and data access.; Reported gains need robustness checks across regimes and markets.",https://www.semanticscholar.org/paper/44229bef9966e65e7b13c2c9fe867afd9dd8b450,https://www.semanticscholar.org/paper/44229bef9966e65e7b13c2c9fe867afd9dd8b450,,,,,,7017535,Business; Computer Science,JournalArticle; Conference,deep learning stock prediction; neural networks stock market; stock market prediction; stock price prediction,4,citations=827; influential=56; AI/ML method signal; open PDF metadata; title trade matches=2; trade term matches=2; query hits=4,
7,2015,On Market Timing and Investment Performance Part II: Statistical Procedures for Evaluating Forecasting Skills,"Roy. Henriksson, R. C. Merton",,2015-08-23,799,64,215.503,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions On Market Timing and Investment Performance Part II: Statistical Procedures for Evaluating Forecasting Skills within General Finance, Surveys, and Trading Systems.",high citation signal (799); influential citation signal (64),"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1086/296144,https://www.semanticscholar.org/paper/230e877f63afc9804a22407be209453c78bac3a9,,,10.1086/296144,,,18440628,Economics,,asset pricing stock returns; capital markets investment; options market stock returns; securities market; stock returns; value investing stock market,6,citations=799; influential=64; open PDF metadata; title trade matches=1; trade term matches=1; query hits=6,
8,2015,An econometric analysis of nonsynchronous trading,"Andrew W. Lo, A. Mackinlay",,2015-08-09,799,39,204.706,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions An econometric analysis of nonsynchronous trading within General Finance, Surveys, and Trading Systems.",high citation signal (799); influential citation signal (39); open-access PDF metadata,"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.3386/w2960,https://www.semanticscholar.org/paper/5bbcbff2902b7399abea1e60a657f32fe1446944,http://www.nber.org/papers/w2960.pdf,,10.3386/w2960,,,85511863,Economics,,asset pricing stock returns; stock returns,2,citations=799; influential=39; open PDF metadata; title trade matches=1; trade term matches=1; query hits=2,
9,2015,A LSTM-based method for stock returns prediction: A case study of China stock market,"Kai Chen, Yi Zhou, Fangyan Dai",2015 IEEE International Conference on Big Data (Big Data),2015-10-29,618,31,205.939,Deep Learning and Financial Time Series,forecasting; deep-learning,stock-prediction; deep-learning,Positions A LSTM-based method for stock returns prediction: A case study of China stock market within Deep Learning and Financial Time Series.,high citation signal (618); influential citation signal (31),"Deep models can overfit noisy, nonstationary, and low signal-to-noise market data.; Compute-heavy models may be hard to reproduce without code and data access.; Reported gains need robustness checks across regimes and markets.",https://doi.org/10.1109/BigData.2015.7364089,https://www.semanticscholar.org/paper/d299f687a94cfd6b82ef1289079fe4c0038ad7e8,,,10.1109/BigData.2015.7364089,,,18010330,Business; Computer Science,JournalArticle; Conference,stock market prediction; stock returns,2,citations=618; influential=31; open PDF metadata; title trade matches=5; trade term matches=5; query hits=2,
10,2015,Political Incentives to Suppress Negative Information: Evidence from Chinese Listed Firms,"Joseph D. Piotroski, T. Wong, Tianyu Zhang",Journal of Accounting Research,2015-03-05,582,18,186.322,"Sentiment, News, and Alternative Data",sentiment/text,stock-prediction; sentiment-altdata,"ABSTRACT This paper tests the proposition that politicians and their affiliated firms (i.e., firms operating in their province) temporarily suppress negative information in response to political incentives.",high citation signal (582); influential citation signal (18),Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://doi.org/10.1111/1475-679X.12071,https://www.semanticscholar.org/paper/c971e23f0f7e8cc2595baed96f90f41b347378fb,,,10.1111/1475-679X.12071,,,154498542,Economics; Political Science,,stock price prediction; stock return prediction,2,citations=582; influential=18; open PDF metadata; trade term matches=2; query hits=2,"ABSTRACT This paper tests the proposition that politicians and their affiliated firms (i.e., firms operating in their province) temporarily suppress negative information in response to political incentives. We examine the stock price behavior of Chinese listed firms around two visible political events—meetings of the National Congress of the Chinese Communist Party and promotions of high‐level provincial politicians—that are expected to asymmetrically increase the costs of releasing bad news. The costs create an incentive for local politicians and their affiliated firms to temporarily restrict the flow of negative information about the companies. The result will be fewer stock price crashes for the affiliated firms during these event windows, followed by an increase in crashes after the event. Consistent with these predictions, we find that the affiliated firms experience a reduction (an increase) in negative stock return skewness before (after) the event. These effects are strongest in the three‐month period directly preceding the event, among firms that are more politically connected, and when the province is dominated by faction politics and cronyism. Additional tests document a significant reduction in published newspaper articles about affected firms in advance of these political events, suggestive of a link between our observed stock price behavior and temporary shifts in the listed firms’ information environment."
11,2015,Predicting stock market index using fusion of machine learning techniques,"Jigar Patel, Sahil R. Shah, Priyank Thakkar, Ketan Kotecha",Expert systems with applications,2015-03-01,559,26,210.356,Machine Learning for Stock Prediction,machine-learning,stock-prediction; machine-learning,Positions Predicting stock market index using fusion of machine learning techniques within Machine Learning for Stock Prediction.,high citation signal (559); influential citation signal (26); recognized finance/AI venue,"Predictive accuracy may not translate into risk-adjusted returns after costs.; Feature leakage, survivorship bias, and nonstationarity are persistent concerns.; Metadata-driven screening cannot audit the exact train/test split.",https://doi.org/10.1016/j.eswa.2014.10.031,https://www.semanticscholar.org/paper/8a925cbda3d1561b5e7bbc9f38410659e4f056c0,,,10.1016/j.eswa.2014.10.031,,,10365745,Business; Computer Science,JournalArticle,machine learning stock market; neural networks stock market; stock market prediction; support vector machine stock prediction,4,citations=559; influential=26; recognized finance/AI venue; AI/ML method signal; open PDF metadata; title trade matches=2; trade term matches=2; query hits=4,
12,2015,Understanding the adoption of a portfolio of sustainable intensification practices in eastern and southern Africa,"M. Kassie, H. Teklewold, M. Jaleta, P. Marenya, O. Erenstein",,,553,49,202.746,Portfolio Optimization and Asset Allocation,portfolio,portfolio,Positions Understanding the adoption of a portfolio of sustainable intensification practices in eastern and southern Africa within Portfolio Optimization and Asset Allocation.,high citation signal (553); influential citation signal (49),"Allocation gains can be dominated by estimation error, turnover, short-sale constraints, and benchmark choice.; Backtests may hide capacity and liquidity limits.; Metadata cannot confirm implementation details such as costs, leverage, or rebalancing rules.",https://doi.org/10.1016/J.LANDUSEPOL.2014.08.016,https://www.semanticscholar.org/paper/af52a398c8ab29475839977601959f29bd8f090e,,,10.1016/J.LANDUSEPOL.2014.08.016,,,154462960,Agricultural and Food Sciences; Business; Economics; Environmental Science,,securities market,1,citations=553; influential=49; investment validation signal; open PDF metadata; title trade matches=1; trade term matches=1,
13,2015,Evaluating multiple classifiers for stock price direction prediction,"Michel Ballings, D. V. Poel, Nathalie Hespeels, Ruben Gryp",Expert systems with applications,2015-11-15,549,26,203.96,"General Finance, Surveys, and Trading Systems",forecasting,stock-prediction,"Positions Evaluating multiple classifiers for stock price direction prediction within General Finance, Surveys, and Trading Systems.",high citation signal (549); influential citation signal (26); recognized finance/AI venue,"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1016/j.eswa.2015.05.013,https://www.semanticscholar.org/paper/d5a494266242a28c93ff7a1104d9ad94918ecfb4,,,10.1016/j.eswa.2015.05.013,,,27243947,Business; Computer Science,JournalArticle; Review,stock price prediction; support vector machine stock prediction,2,citations=549; influential=26; recognized finance/AI venue; open PDF metadata; title trade matches=2; trade term matches=2; query hits=2,
14,2015,High frequency market microstructure.,Maureen O'Hara,,2015-05-01,521,45,195.27,Market Microstructure and High-Frequency Trading,microstructure,high-frequency,Positions High frequency market microstructure. within Market Microstructure and High-Frequency Trading.,high citation signal (521); influential citation signal (45),"High-frequency results depend heavily on market access, latency, fees, and order-book reconstruction quality.; Public metadata rarely reveals execution assumptions.; Short-horizon predictability can vanish when capacity and competition are considered.",https://doi.org/10.1016/J.JFINECO.2015.01.003,https://www.semanticscholar.org/paper/d752a8656d65cfd5f4da46aaca7cb07e7190ca90,,,10.1016/J.JFINECO.2015.01.003,,,154865059,Business; Economics,,market microstructure trading,1,citations=521; influential=45; open PDF metadata; title trade matches=1; trade term matches=1,
15,2015,"Hedging emerging market stock prices with oil, gold, VIX, and bonds: A comparison between DCC, ADCC and GO-GARCH ☆","S. Basher, Perry Sadorsky",,2015-12-06,505,23,188.477,"Risk, Volatility, and Forecast Evaluation",risk/volatility,risk-volatility,"Positions Hedging emerging market stock prices with oil, gold, VIX, and bonds: A comparison between DCC, ADCC and GO-GARCH ☆ within Risk, Volatility, and Forecast Evaluation.",high citation signal (505); influential citation signal (23); open-access PDF metadata,Risk forecasts can fail under regime breaks and extreme events.; Choice of loss function strongly affects model rankings.; Citation counts do not prove suitability for a specific mandate or risk budget.,https://doi.org/10.1016/J.ENECO.2015.11.022,https://www.semanticscholar.org/paper/12d53b10595c126a1fbb00858c4e278cf849bbae,https://mpra.ub.uni-muenchen.de/68231/1/MPRA_paper_68231.pdf,,10.1016/J.ENECO.2015.11.022,,,30499073,Economics,,volatility forecasting stock market,1,citations=505; influential=23; open PDF metadata; title trade matches=2; trade term matches=2,
16,2015,Economic policy uncertainty and stock market volatility,"Li Liu, Zhang Tao",,2015-11-01,505,10,181.554,Reinforcement Learning and Algorithmic Trading,reinforcement-learning; risk/volatility,stock-prediction; reinforcement-trading; risk-volatility,Positions Economic policy uncertainty and stock market volatility within Reinforcement Learning and Algorithmic Trading.,high citation signal (505); influential citation signal (10); open-access PDF metadata,"Simulated rewards can diverge from executable trading under slippage, latency, and market impact.; Policies can be brittle during regime shifts or stress periods.; Backtest-only evidence needs live or paper-trading validation.",https://doi.org/10.1016/J.FRL.2015.08.009,https://www.semanticscholar.org/paper/e1d5e4301b73c49545be5312cf8f7856789fa365,http://manuscript.elsevier.com/S1544612315000835/pdf/S1544612315000835.pdf,,10.1016/J.FRL.2015.08.009,,,152613408,Economics,,stock market prediction; volatility forecasting stock market,2,citations=505; influential=10; investment validation signal; open PDF metadata; title trade matches=1; trade term matches=1; query hits=2,
17,2015,Recurrent neural network and a hybrid model for prediction of stock returns,"A. Rather, A. Agarwal, V. N. Sastry",Expert systems with applications,2015-04-15,487,13,200.134,Deep Learning and Financial Time Series,forecasting; deep-learning,stock-prediction; deep-learning,Positions Recurrent neural network and a hybrid model for prediction of stock returns within Deep Learning and Financial Time Series.,high citation signal (487); influential citation signal (13); recognized finance/AI venue,"Deep models can overfit noisy, nonstationary, and low signal-to-noise market data.; Compute-heavy models may be hard to reproduce without code and data access.; Reported gains need robustness checks across regimes and markets.",https://doi.org/10.1016/j.eswa.2014.12.003,https://www.semanticscholar.org/paper/3b7a3dac89500075c2203532eca19f169ac9f6aa,,,10.1016/j.eswa.2014.12.003,,,34634311,Business; Computer Science,JournalArticle,stock returns,1,citations=487; influential=13; recognized finance/AI venue; AI/ML method signal; open PDF metadata; title trade matches=4; trade term matches=4,
