candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
1,2011,Does the Stock Market Fully Value Intangibles? Employee Satisfaction and Equity Prices,Alex Edmans,,2011-09-01,2099,193,251.043,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions Does the Stock Market Fully Value Intangibles? Employee Satisfaction and Equity Prices within General Finance, Surveys, and Trading Systems.","high citation signal (2,099); influential citation signal (193); open-access PDF metadata","Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1016/J.JFINECO.2011.03.021,https://www.semanticscholar.org/paper/c7a1141568cc11e3cb05a3ce42a3296b4ea32cca,https://repository.upenn.edu/bitstreams/7ebf569f-aacc-4df6-9ab0-58f1f3ace40a/download,,10.1016/J.JFINECO.2011.03.021,,,1068730,Business; Economics,Review,capital markets investment; earnings announcements stock returns; equity returns; factor investing equity; stock returns,5,citations=2099; influential=193; open PDF metadata; title trade matches=1; trade term matches=1; query hits=5,
2,2011,Does Algorithmic Trading Improve Liquidity,"T. Hendershott, Charles M. Jones, A. Menkveld",,2011-02-01,1525,101,233.019,Market Microstructure and High-Frequency Trading,microstructure,reinforcement-trading; high-frequency,Positions Does Algorithmic Trading Improve Liquidity within Market Microstructure and High-Frequency Trading.,"high citation signal (1,525); influential citation signal (101); open-access PDF metadata","High-frequency results depend heavily on market access, latency, fees, and order-book reconstruction quality.; Public metadata rarely reveals execution assumptions.; Short-horizon predictability can vanish when capacity and competition are considered.",https://doi.org/10.1111/J.1540-6261.2010.01624.X,https://www.semanticscholar.org/paper/10880a09af0ab428ed82154ecdb76fed1d1e22da,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1540-6261.2010.01624.x,,10.1111/J.1540-6261.2010.01624.X,,,30441,Business; Economics,,algorithmic trading,1,citations=1525; influential=101; open PDF metadata; title trade matches=2; trade term matches=2,
3,2011,MEAN REVERSION IN STOCK PRICES: EVIDENCE AND IMPLICATIONS,"J. Poterba, Lawrence H. Summers, Barry Perlstein, Chang-Han Rhee, Jeff Zweibel, Ben S. Bernanke, John Y. Campbell, Robert F. Engle, et al.",,,1001,62,223.018,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions MEAN REVERSION IN STOCK PRICES: EVIDENCE AND IMPLICATIONS within General Finance, Surveys, and Trading Systems.","high citation signal (1,001); influential citation signal (62)","Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://www.semanticscholar.org/paper/c339a7f5dd4d822feedf4b4b8098645cb441db5e,https://www.semanticscholar.org/paper/c339a7f5dd4d822feedf4b4b8098645cb441db5e,,,,,,18901605,Economics,,equity factor models; equity returns; factor investing equity; financial economics stock market; securities market; stock returns; value investing stock market,7,citations=1001; influential=62; open PDF metadata; title trade matches=2; trade term matches=2; query hits=7,
4,2011,Common Risk Factors in Currency Markets,"Hanno Lustig, Nikolai L. Roussanov, A. Verdelhan",,2011-05-03,940,128,229.67,"Risk, Volatility, and Forecast Evaluation",asset-pricing; risk/volatility,stock-prediction; risk-volatility; asset-pricing,"We identify a ""slope"" factor in exchange rates.",high citation signal (940); influential citation signal (128); open-access PDF metadata,Risk forecasts can fail under regime breaks and extreme events.; Choice of loss function strongly affects model rankings.; Citation counts do not prove suitability for a specific mandate or risk budget.,https://doi.org/10.2139/SSRN.1139447,https://www.semanticscholar.org/paper/a3b00538feeca36b82a87d5d488808010a711728,https://doi.org/10.3386/w14082,,10.2139/SSRN.1139447,,,6537624,Economics,,equity factor models; equity returns; factor investing equity,3,citations=940; influential=128; investment validation signal; open PDF metadata; trade term matches=2; query hits=3,"We identify a ""slope"" factor in exchange rates. High interest rate currencies load more on this slope factor than low interest rate currencies. This factor accounts for most of the cross-sectional variation in average excess returns between high and low interest rate currencies. A standard, no-arbitrage model of interest rates with two factors--a country-specific factor and a global factor--can replicate these findings, provided there is sufficient heterogeneity in exposure to global or common innovations. We show that our slope factor identifies these common shocks, and we provide empirical evidence that it is related to changes in global equity market volatility. By investing in high interest rate currencies and borrowing in low interest rate currencies, U.S. investors load up on global risk. The Author 2011. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press."
5,2011,Predicting direction of stock price index movement using artificial neural networks and support vector machines: The sample of the Istanbul Stock Exchange,"Y. Kara, M. A. Boyacioglu, Ö. K. Baykan",Expert systems with applications,2011-05-01,879,45,234.759,Machine Learning for Stock Prediction,machine-learning; deep-learning,stock-prediction; machine-learning; ai-based-trade,Positions Predicting direction of stock price index movement using artificial neural networks and support vector machines: The sample of the Istanbul Stock Exchange within Machine Learning for Stock Prediction.,high citation signal (879); influential citation signal (45); recognized finance/AI venue,"Predictive accuracy may not translate into risk-adjusted returns after costs.; Feature leakage, survivorship bias, and nonstationarity are persistent concerns.; Metadata-driven screening cannot audit the exact train/test split.",https://doi.org/10.1016/j.eswa.2010.10.027,https://www.semanticscholar.org/paper/fc0a9a37566845390e6dc5db2ed9330a874b991d,,,10.1016/j.eswa.2010.10.027,,,2340851,Business; Computer Science; Economics,JournalArticle,financial market prediction; neural networks stock market; stock market prediction; stock price prediction; support vector machine stock prediction,5,citations=879; influential=45; recognized finance/AI venue; AI/ML method signal; open PDF metadata; title trade matches=4; trade term matches=4; query hits=5,
6,2011,Using artificial neural network models in stock market index prediction,"Erkam Güresen, G. Kayakutlu, T. Daim",Expert systems with applications,2011-08-01,778,18,214.698,Deep Learning and Financial Time Series,forecasting; deep-learning,stock-prediction; deep-learning; ai-based-trade,Positions Using artificial neural network models in stock market index prediction within Deep Learning and Financial Time Series.,high citation signal (778); influential citation signal (18); recognized finance/AI venue,"Deep models can overfit noisy, nonstationary, and low signal-to-noise market data.; Compute-heavy models may be hard to reproduce without code and data access.; Reported gains need robustness checks across regimes and markets.",https://doi.org/10.1016/j.eswa.2011.02.068,https://www.semanticscholar.org/paper/bc663690bfa62ba113b866b88001a2477e466f6a,,,10.1016/j.eswa.2011.02.068,,,16016785,Business; Computer Science; Economics,JournalArticle,financial market prediction; neural networks stock market; stock market prediction,3,citations=778; influential=18; recognized finance/AI venue; AI/ML method signal; open PDF metadata; title trade matches=3; trade term matches=3; query hits=3,
7,2011,"A Unified Theory of Tobin's Q, Corporate Investment, Financing, and Risk Management","P. Bolton, Hui Chen, Neng Wang",,2011-02-08,703,58,210.335,"Risk, Volatility, and Forecast Evaluation",risk/volatility,risk-volatility,"Positions A Unified Theory of Tobin's Q, Corporate Investment, Financing, and Risk Management within Risk, Volatility, and Forecast Evaluation.",high citation signal (703); influential citation signal (58); open-access PDF metadata,Risk forecasts can fail under regime breaks and extreme events.; Choice of loss function strongly affects model rankings.; Citation counts do not prove suitability for a specific mandate or risk budget.,https://doi.org/10.3386/W14845,https://www.semanticscholar.org/paper/cfdc90b436d44bc9148b855a3dba661d4d81d06b,http://www.nber.org/papers/w14845.pdf,,10.3386/W14845,,,3196493,Business; Economics,,investment management equity,1,citations=703; influential=58; investment validation signal; open PDF metadata; title trade matches=1; trade term matches=1,
8,2011,Volatility spillovers between oil prices and stock sector returns: Implications for portfolio management,"Mohamed Arouri, Jamel Jouini, D. K. Nguyen",,2011-11-01,661,54,209.999,Portfolio Optimization and Asset Allocation,portfolio; risk/volatility,portfolio; risk-volatility,Positions Volatility spillovers between oil prices and stock sector returns: Implications for portfolio management within Portfolio Optimization and Asset Allocation.,high citation signal (661); influential citation signal (54),"Allocation gains can be dominated by estimation error, turnover, short-sale constraints, and benchmark choice.; Backtests may hide capacity and liquidity limits.; Metadata cannot confirm implementation details such as costs, leverage, or rebalancing rules.",https://doi.org/10.1016/J.JIMONFIN.2011.07.008,https://www.semanticscholar.org/paper/709a303c7e7fc5cb21f065d81389e155b48801c4,,,10.1016/J.JIMONFIN.2011.07.008,,,154677223,Economics,,risk management portfolio stock; stock returns,2,citations=661; influential=54; investment validation signal; open PDF metadata; title trade matches=1; trade term matches=1; query hits=2,
9,2011,"Religious Beliefs, Gambling Attitudes, and Financial Market Outcomes","Alok Kumar, J. Page, Oliver Spalt",,2011-04-01,652,40,200.585,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions Religious Beliefs, Gambling Attitudes, and Financial Market Outcomes within General Finance, Surveys, and Trading Systems.",high citation signal (652); influential citation signal (40); open-access PDF metadata,"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1016/J.JFINECO.2011.07.001,https://www.semanticscholar.org/paper/2918ca5b89832b0e8f73988d8df568390544d827,http://www.efa2009.org/papers/SSRN-id1335855.pdf,,10.1016/J.JFINECO.2011.07.001,,,67766362,Business; Economics,,options market stock returns; stock returns,2,citations=652; influential=40; open PDF metadata; title trade matches=1; trade term matches=1; query hits=2,
10,2011,Investor Sentiment and the Mean-Variance Relation,"Jianfeng Yu, Yu Yuan",,2011-05-01,618,33,196.787,"Sentiment, News, and Alternative Data",portfolio; sentiment/text,portfolio; sentiment-altdata; behavioral-finance,"Positions Investor Sentiment and the Mean-Variance Relation within Sentiment, News, and Alternative Data.",high citation signal (618); influential citation signal (33); open-access PDF metadata,Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://doi.org/10.1016/J.JFINECO.2010.10.011,https://www.semanticscholar.org/paper/e13c6581279d884963e22edd449591e41eb15011,https://repository.upenn.edu/bitstreams/a03b32b5-fe26-47c9-8e3b-0aef4076c93c/download,,10.1016/J.JFINECO.2010.10.011,,,14980083,Economics,,investor sentiment stock returns; stock returns,2,citations=618; influential=33; open PDF metadata; title trade matches=1; trade term matches=1; query hits=2,
11,2011,Multivariate realised kernels: consistent positive semi-definite estimators of the covariation of equity prices with noise and non-synchronous trading,"O. Barndorff-Nielsen, P. R. Hansen, Asger Lunde, N. Shephard",,2011-04-19,607,74,205.469,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions Multivariate realised kernels: consistent positive semi-definite estimators of the covariation of equity prices with noise and non-synchronous trading within General Finance, Surveys, and Trading Systems.",high citation signal (607); influential citation signal (74); open-access PDF metadata,"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1016/J.JECONOM.2010.07.009,https://www.semanticscholar.org/paper/7518c48650482602415fa3031c401c016dcd36d7,http://www.nuff.ox.ac.uk/economics/papers/2008/w10/Kernelneil_30_6_08.pdf,,10.1016/J.JECONOM.2010.07.009,,,5387522,Business; Economics; Mathematics,,equity returns,1,citations=607; influential=74; open PDF metadata; title trade matches=1; trade term matches=1,
12,2011,The Short of It : Investor Sentiment and Anomalies by *,"R. Stambaugh, Jianfeng Yu, Yu Yuan",,,596,81,208.316,"Sentiment, News, and Alternative Data",sentiment/text,sentiment-altdata; behavioral-finance,"Positions The Short of It : Investor Sentiment and Anomalies by * within Sentiment, News, and Alternative Data.",high citation signal (596); influential citation signal (81),Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://www.semanticscholar.org/paper/d2be7001f3a87375bb81445cc9213cf7e26a44ba,https://www.semanticscholar.org/paper/d2be7001f3a87375bb81445cc9213cf7e26a44ba,,,,,,15090412,Business; Economics,,investor sentiment stock returns; stock returns,2,citations=596; influential=81; open PDF metadata; title trade matches=1; trade term matches=1; query hits=2,
13,2011,Testing Asymmetric-Information Asset Pricing Models,"Bryan T. Kelly, Alexander P. Ljungqvist",,2011-07-15,562,51,206.65,Asset Pricing and Return Predictability,asset-pricing,asset-pricing,Positions Testing Asymmetric-Information Asset Pricing Models within Asset Pricing and Return Predictability.,high citation signal (562); influential citation signal (51); open-access PDF metadata,"Return predictability can disappear after transaction costs, crowding, and multiple-testing correction.; Citation impact can favor well-known anomalies even when live performance later weakens.; Metadata cannot verify whether data-snooping controls were adequate.",https://doi.org/10.2139/SSRN.1324873,https://www.semanticscholar.org/paper/4b34465447bb312a37a3b6c88ab4d3608f2906cf,http://archive.nyu.edu/bitstream/2451/27868/2/wpa08022.pdf,,10.2139/SSRN.1324873,,,29491816,Economics,,asset pricing stock returns; stock price prediction; stock returns,3,citations=562; influential=51; investment validation signal; open PDF metadata; title trade matches=1; trade term matches=1; query hits=3,
14,2011,"Financial Constraints, R&D Investment, and Stock Returns",Dongmei Li,,2011-05-04,507,48,200.556,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions Financial Constraints, R&D Investment, and Stock Returns within General Finance, Surveys, and Trading Systems.",high citation signal (507); influential citation signal (48),"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1093/RFS/HHR043,https://www.semanticscholar.org/paper/10c8755243e989d4619b7e0f9430d72e1259b55a,,,10.1093/RFS/HHR043,,,13198648,Economics,,asset pricing stock returns; stock returns,2,citations=507; influential=48; open PDF metadata; title trade matches=2; trade term matches=2; query hits=2,
15,2011,Forecasting Stock Market Returns: The Sum of the Parts is More than the Whole,"M. A. Ferreira, M. A. Ferreira, Pedro Santa-clara, Pedro Santa-clara, Pedro Santa-clara",,2011-06-01,489,37,197.203,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions Forecasting Stock Market Returns: The Sum of the Parts is More than the Whole within General Finance, Surveys, and Trading Systems.",high citation signal (489); influential citation signal (37); open-access PDF metadata,"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1016/J.JFINECO.2011.02.003,https://www.semanticscholar.org/paper/8f44ed6f7776242e0d1b3929cb1fa085227ed0bf,http://www.nber.org/papers/w14571.pdf,,10.1016/J.JFINECO.2011.02.003,,,9373631,Business; Economics,,equity market forecasting; equity returns; stock returns,3,citations=489; influential=37; open PDF metadata; title trade matches=2; trade term matches=2; query hits=3,
16,2011,What Factors Drive Global Stock Returns,,,2011-01-04,457,31,190.311,Asset Pricing and Return Predictability,metadata-ranked,asset-pricing,Positions What Factors Drive Global Stock Returns within Asset Pricing and Return Predictability.,high citation signal (457); influential citation signal (31),"Return predictability can disappear after transaction costs, crowding, and multiple-testing correction.; Citation impact can favor well-known anomalies even when live performance later weakens.; Metadata cannot verify whether data-snooping controls were adequate.",https://doi.org/10.2139/SSRN.908345,https://www.semanticscholar.org/paper/ac9e9b2d9e04a04746bce9e71a937bc5704bee06,,,10.2139/SSRN.908345,,,201384655,Economics,,stock returns,1,citations=457; influential=31; open PDF metadata; title trade matches=2; trade term matches=2,
