candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
1,2005,Giving Content to Investor Sentiment: The Role of Media in the Stock Market,Paul C. Tetlock,Journal of Finance,,4204,320,283.369,"Sentiment, News, and Alternative Data",sentiment/text,stock-prediction; sentiment-altdata; behavioral-finance,"Positions Giving Content to Investor Sentiment: The Role of Media in the Stock Market within Sentiment, News, and Alternative Data.","high citation signal (4,204); influential citation signal (320); recognized finance/AI venue",Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://doi.org/10.1111/j.1540-6261.2007.01232.x ,https://www.semanticscholar.org/paper/ae074faa8712719d5dce6b98b02750abc118c823,,,10.1111/j.1540-6261.2007.01232.x ,,,18509529,Computer Science; Economics,,quantitative trading; value investing stock market,2,citations=4204; influential=320; recognized finance/AI venue; open PDF metadata; title trade matches=2; trade term matches=2; query hits=2,
2,2005,Asset pricing with liquidity risk,"V. Acharya, L. Pedersen, Farhang Farazmand",,,2884,562,272.946,Market Microstructure and High-Frequency Trading,asset-pricing; microstructure; risk/volatility,high-frequency; risk-volatility; asset-pricing,Positions Asset pricing with liquidity risk within Market Microstructure and High-Frequency Trading.,"high citation signal (2,884); influential citation signal (562); open-access PDF metadata","High-frequency results depend heavily on market access, latency, fees, and order-book reconstruction quality.; Public metadata rarely reveals execution assumptions.; Short-horizon predictability can vanish when capacity and competition are considered.",https://doi.org/10.1016/j.jfineco.2004.06.007,https://www.semanticscholar.org/paper/fd93df0f585d563e555ec09359554b066d55eb1e,http://archive.nyu.edu/bitstream/2451/26792/2/S-DRP-05-09.pdf,,10.1016/j.jfineco.2004.06.007,,,6804837,Economics,,securities market,1,citations=2884; influential=562; investment validation signal; open PDF metadata; title trade matches=1; trade term matches=1,
3,2005,Interpreting the Evidence on Life Cycle Skill Formation,"F. Cunha, James J. Heckman, Lance Lochner, Lance Lochner, Dimitriy V. Masterov",Social Science Research Network,2005-05-01,1985,138,238.148,Reinforcement Learning and Algorithmic Trading,reinforcement-learning,reinforcement-trading,This paper presents economic models of child development that capture the essence of recent findings from the empirical literature on skill formation.,"high citation signal (1,985); influential citation signal (138); open-access PDF metadata","Simulated rewards can diverge from executable trading under slippage, latency, and market impact.; Policies can be brittle during regime shifts or stress periods.; Backtest-only evidence needs live or paper-trading validation.",https://doi.org/10.3386/W11331,https://www.semanticscholar.org/paper/77f385ee11251d4a91818ca4103eb13585ac271f,https://doi.org/10.3386/w11331,,10.3386/W11331,,,154091458,Economics,,equity returns,1,citations=1985; influential=138; open PDF metadata; trade term matches=1,"This paper presents economic models of child development that capture the essence of recent findings from the empirical literature on skill formation. The goal of this essay is to provide a theoretical framework for interpreting the evidence from a vast empirical literature, for guiding the next generation of empirical studies, and for formulating policy. Central to our analysis is the concept that childhood has more than one stage. We formalize the concepts of self-productivity and complementarity of human capital investments and use them to explain the evidence on skill formation. Together, they explain why skill begets skill through a multiplier process. Skill formation is a life cycle process. It starts in the womb and goes on throughout life. Families play a role in this process that is far more important than the role of schools. There are multiple skills and multiple abilities that are important for adult success. Abilities are both inherited and created, and the traditional debate about nature versus nurture is scientifically obsolete. Human capital investment exhibits both self-productivity and complementarity. Skill attainment at one stage of the life cycle raises skill attainment at later stages of the life cycle (self-productivity). Early investment facilitates the productivity of later investment (complementarity). Early investments are not productive if they are not followed up by later investments (another aspect of complementarity). This complementarity explains why there is no equity-efficiency trade-off for early investment. The returns to investing early in the life cycle are high. Remediation of inadequate early investments is difficult and very costly as a consequence of both self-productivity and complementarity."
4,2005,Clustering with Bregman Divergences,"A. Banerjee, S. Merugu, I. Dhillon, Joydeep Ghosh",Journal of machine learning research,2005-12-01,1937,232,248.842,Machine Learning for Stock Prediction,machine-learning,machine-learning,Positions Clustering with Bregman Divergences within Machine Learning for Stock Prediction.,"high citation signal (1,937); influential citation signal (232)","Predictive accuracy may not translate into risk-adjusted returns after costs.; Feature leakage, survivorship bias, and nonstationarity are persistent concerns.; Metadata-driven screening cannot audit the exact train/test split.",https://doi.org/10.1137/1.9781611972740.22,https://www.semanticscholar.org/paper/f312852b31a76bc09b59aca6e4017a9382f9cb39,,,10.1137/1.9781611972740.22,,,8197416,Computer Science; Mathematics,JournalArticle,algorithmic trading,1,citations=1937; influential=232; AI/ML method signal; open PDF metadata; trade term matches=1,
5,2005,Consumption and Portfolio Choice over the Life Cycle,"João F. Cocco, Francisco Gomes, Pascal J. Maenhout",,2005-06-20,1443,194,242.876,Portfolio Optimization and Asset Allocation,portfolio,portfolio,Positions Consumption and Portfolio Choice over the Life Cycle within Portfolio Optimization and Asset Allocation.,"high citation signal (1,443); influential citation signal (194)","Allocation gains can be dominated by estimation error, turnover, short-sale constraints, and benchmark choice.; Backtests may hide capacity and liquidity limits.; Metadata cannot confirm implementation details such as costs, leverage, or rebalancing rules.",https://doi.org/10.1093/RFS/HHI017,https://www.semanticscholar.org/paper/47e420af2ec38b50dc27deff847022fc7f15c4cc,,,10.1093/RFS/HHI017,,,11351401,Economics,,capital markets investment,1,citations=1443; influential=194; investment validation signal; open PDF metadata; title trade matches=1; trade term matches=1,
6,2005,An Empirical Analysis of the Effect of Supply Chain Disruptions on Long‐Run Stock Price Performance and Equity Risk of the Firm,"K. B. Hendricks, V. Singhal",,2005-03-01,1254,52,223.552,"Risk, Volatility, and Forecast Evaluation",risk/volatility,stock-prediction; risk-volatility,"Positions An Empirical Analysis of the Effect of Supply Chain Disruptions on Long‐Run Stock Price Performance and Equity Risk of the Firm within Risk, Volatility, and Forecast Evaluation.","high citation signal (1,254); influential citation signal (52)",Risk forecasts can fail under regime breaks and extreme events.; Choice of loss function strongly affects model rankings.; Citation counts do not prove suitability for a specific mandate or risk budget.,https://doi.org/10.1111/j.1937-5956.2005.tb00008.x,https://www.semanticscholar.org/paper/c0684806f214f67a71a9946f12971e4e3137d5f2,,,10.1111/j.1937-5956.2005.tb00008.x,,,154960118,Business; Economics,JournalArticle,equity returns; stock returns,2,citations=1254; influential=52; investment validation signal; open PDF metadata; title trade matches=1; trade term matches=1; query hits=2,
7,2005,On the Industry Concentration of Actively Managed Equity Mutual Funds,"Marcin T. Kacperczyk, Marcin T. Kacperczyk, Clemens Sialm, Clemens Sialm, Lu Zheng",,2005-08-01,1184,69,219.184,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions On the Industry Concentration of Actively Managed Equity Mutual Funds within General Finance, Surveys, and Trading Systems.","high citation signal (1,184); influential citation signal (69); open-access PDF metadata","Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1111/J.1540-6261.2005.00785.X,https://www.semanticscholar.org/paper/be10cef49c0af85a031888c203cf084739d6c55c,http://papers.nber.org/papers/w10770.pdf,,10.1111/J.1540-6261.2005.00785.X,,,14208172,Business; Economics,,equity portfolio performance,1,citations=1184; influential=69; open PDF metadata; title trade matches=1; trade term matches=1,
8,2005,Forecasting stock market movement direction with support vector machine,"Wei Huang, Y. Nakamori, Shouyang Wang",Computers & Operations Research,2005-10-01,1127,35,220.79,Machine Learning for Stock Prediction,machine-learning,stock-prediction; machine-learning; ai-based-trade,Positions Forecasting stock market movement direction with support vector machine within Machine Learning for Stock Prediction.,"high citation signal (1,127); influential citation signal (35)","Predictive accuracy may not translate into risk-adjusted returns after costs.; Feature leakage, survivorship bias, and nonstationarity are persistent concerns.; Metadata-driven screening cannot audit the exact train/test split.",https://doi.org/10.1016/j.cor.2004.03.016,https://www.semanticscholar.org/paper/ed036a6f69d192c98a750e8b937061eecf1aba50,,,10.1016/j.cor.2004.03.016,,,275695364,Business; Computer Science; Mathematics,JournalArticle,machine learning stock market; neural networks stock market,2,citations=1127; influential=35; AI/ML method signal; open PDF metadata; title trade matches=3; trade term matches=3; query hits=2,
9,2005,Investor Sentiment and Asset Valuation,"Gregory W. Brown, Michael T. Cliff",,2005-03-01,1115,86,224.908,"Sentiment, News, and Alternative Data",sentiment/text,sentiment-altdata; behavioral-finance,"Positions Investor Sentiment and Asset Valuation within Sentiment, News, and Alternative Data.","high citation signal (1,115); influential citation signal (86)",Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://doi.org/10.2139/SSRN.292139,https://www.semanticscholar.org/paper/52bef0f2fbaead322e7788e9686e837986a9b1ba,,,10.2139/SSRN.292139,,,10657357,Business; Economics,Review,asset pricing stock returns; investor sentiment stock returns; stock returns; value investing stock market,4,citations=1115; influential=86; open PDF metadata; title trade matches=1; trade term matches=1; query hits=4,
10,2005,"Short sales, institutional investors and the cross-section of stock returns",S. Nagel,,2005-11-01,1077,99,229.095,Asset Pricing and Return Predictability,asset-pricing,asset-pricing,"Positions Short sales, institutional investors and the cross-section of stock returns within Asset Pricing and Return Predictability.","high citation signal (1,077); influential citation signal (99)","Return predictability can disappear after transaction costs, crowding, and multiple-testing correction.; Citation impact can favor well-known anomalies even when live performance later weakens.; Metadata cannot verify whether data-snooping controls were adequate.",https://doi.org/10.1016/J.JFINECO.2004.08.008,https://www.semanticscholar.org/paper/77a995fc016d1c9d6aa1533b828b90fcc64475d9,,,10.1016/J.JFINECO.2004.08.008,,,154286871,Business; Economics,,analyst forecasts stock returns; market anomalies stock returns; stock returns; volatility forecasting stock market,4,citations=1077; influential=99; open PDF metadata; title trade matches=2; trade term matches=2; query hits=4,
