candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
1,2010,Twitter mood predicts the stock market,"J. Bollen, Huina Mao, Xiao-Jun Zeng",Journal of Computer Science,2010-10-14,5405,350,283.147,"Sentiment, News, and Alternative Data",forecasting; deep-learning; sentiment/text,stock-prediction; deep-learning; sentiment-altdata; behavioral-finance,Behavioral economics tells us that emotions can profoundly affect individual behavior and decision-making.,"high citation signal (5,405); influential citation signal (350); open-access PDF metadata",Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://doi.org/10.1016/j.jocs.2010.12.007,https://www.semanticscholar.org/paper/e498784edf2c02fe0b228479f88120f08b381cb6,https://arxiv.org/pdf/1010.3003,,10.1016/j.jocs.2010.12.007,1010.3003,,14727513,Computer Science; Economics; Physics; Psychology,JournalArticle,neural networks stock market; stock market prediction,2,citations=5405; influential=350; AI/ML method signal; open PDF metadata; title trade matches=1; trade term matches=3; query hits=2,"Behavioral economics tells us that emotions can profoundly affect individual behavior and decision-making. Does this also apply to societies at large, i.e. can societies experience mood states that affect their collective decision making? By extension is the public mood correlated or even predictive of economic indicators? Here we investigate whether measurements of collective mood states derived from large-scale Twitter feeds are correlated to the value of the Dow Jones Industrial Average (DJIA) over time. We analyze the text content of daily Twitter feeds by two mood tracking tools, namely OpinionFinder that measures positive vs. negative mood and Google-Profile of Mood States (GPOMS) that measures mood in terms of 6 dimensions (Calm, Alert, Sure, Vital, Kind, and Happy). We cross-validate the resulting mood time series by comparing their ability to detect the public's response to the presidential election and Thanksgiving day in 2008. A Granger causality analysis and a Self-Organizing Fuzzy Neural Network are then used to investigate the hypothesis that public mood states, as measured by the OpinionFinder and GPOMS mood time series, are predictive of changes in DJIA closing values. Our results indicate that the accuracy of DJIA predictions can be significantly improved by the inclusion of specific public mood dimensions but not others. We find an accuracy of 87.6% in predicting the daily up and down changes in the closing values of the DJIA and a reduction of the Mean Average Percentage Error by more than 6%. Index Terms—stock market prediction — twitter — mood analysis."
2,2010,Betting Against Beta,"Andrea Frazzini, L. Pedersen",,,1890,223,254.75,Portfolio Optimization and Asset Allocation,portfolio; asset-pricing; risk/volatility,portfolio; risk-volatility; asset-pricing,We present a model in which some investors are prohibited from using leverage and other investors' leverage is limited by margin requirements.,"high citation signal (1,890); influential citation signal (223); open-access PDF metadata","Allocation gains can be dominated by estimation error, turnover, short-sale constraints, and benchmark choice.; Backtests may hide capacity and liquidity limits.; Metadata cannot confirm implementation details such as costs, leverage, or rebalancing rules.",https://doi.org/10.1016/J.JFINECO.2013.10.005,https://www.semanticscholar.org/paper/868936f9355798356684440391ecb940ea13e756,https://doi.org/10.1016/j.jfineco.2013.10.005,,10.1016/J.JFINECO.2013.10.005,,,2487480,Business; Economics,,equity factor models; equity returns; factor investing equity,3,citations=1890; influential=223; investment validation signal; open PDF metadata; trade term matches=4; query hits=3,"We present a model in which some investors are prohibited from using leverage and other investors' leverage is limited by margin requirements. The former investors bid up high-beta assets while the latter agents trade to profit from this, but must de-lever when they hit their margin constraints. We test the model's predictions within U.S. equities, across 20 global equity markets, for Treasury bonds, corporate bonds, and futures. Consistent with the model, we find in each asset class that a betting-against-beta (BAB) factor which is long a leveraged portfolio of low-beta assets and short a portfolio of high-beta assets produces significant risk-adjusted returns. When funding constraints tighten, betas are compressed towards one, and the return of the BAB factor is low."
3,2010,"Ownership Concentration, Foreign Shareholding, Audit Quality, and Stock Price Synchronicity: Evidence from China","Ferdinand A. Gul, Jeong‐Bon Kim, Annie A. Qiu",,2010-03-01,1160,89,222.252,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions Ownership Concentration, Foreign Shareholding, Audit Quality, and Stock Price Synchronicity: Evidence from China within General Finance, Surveys, and Trading Systems.","high citation signal (1,160); influential citation signal (89); open-access PDF metadata","Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1016/J.JFINECO.2009.11.005,https://www.semanticscholar.org/paper/b08858a8a08c5f6dc3a3e40d33058acb2ae2129b,http://hdl.handle.net/10397/17646,,10.1016/J.JFINECO.2009.11.005,,,154463569,Business; Economics,,stock returns,1,citations=1160; influential=89; open PDF metadata; title trade matches=1; trade term matches=1,
4,2010,Corporate Political Contributions and Stock Returns,"Michael J. Cooper, Huseyin Gulen, A. Ovtchinnikov",,2010-04-01,797,66,212.872,Asset Pricing and Return Predictability,metadata-ranked,asset-pricing,Positions Corporate Political Contributions and Stock Returns within Asset Pricing and Return Predictability.,high citation signal (797); influential citation signal (66),"Return predictability can disappear after transaction costs, crowding, and multiple-testing correction.; Citation impact can favor well-known anomalies even when live performance later weakens.; Metadata cannot verify whether data-snooping controls were adequate.",https://doi.org/10.2139/SSRN.940790,https://www.semanticscholar.org/paper/0a0cf4ec9f444e296f0374125624d5a444456ca9,,,10.2139/SSRN.940790,,,154065455,Business; Economics; Political Science,,stock returns,1,citations=797; influential=66; open PDF metadata; title trade matches=2; trade term matches=2,
5,2010,Financial Valuation and Risk Management Working Paper No . 603 Bank CEO Incentives and the Credit Crisis,R. Stulz,,,739,73,216.603,"Risk, Volatility, and Forecast Evaluation",risk/volatility,risk-volatility,"Positions Financial Valuation and Risk Management Working Paper No . 603 Bank CEO Incentives and the Credit Crisis within Risk, Volatility, and Forecast Evaluation.",high citation signal (739); influential citation signal (73),Risk forecasts can fail under regime breaks and extreme events.; Choice of loss function strongly affects model rankings.; Citation counts do not prove suitability for a specific mandate or risk budget.,https://www.semanticscholar.org/paper/075d3311718f289f54d5df5b57251210fe516972,https://www.semanticscholar.org/paper/075d3311718f289f54d5df5b57251210fe516972,,,,,,8507362,Business; Economics,,equity returns; stock returns,2,citations=739; influential=73; investment validation signal; open PDF metadata; title trade matches=1; trade term matches=1; query hits=2,
6,2010,"Multiobjective optimization of building design using TRNSYS simulations, genetic algorithm, and Artificial Neural Network","L. Magnier, F. Haghighat",,2010-03-01,728,27,199.668,Deep Learning and Financial Time Series,deep-learning,deep-learning,"Positions Multiobjective optimization of building design using TRNSYS simulations, genetic algorithm, and Artificial Neural Network within Deep Learning and Financial Time Series.",high citation signal (728); influential citation signal (27),"Deep models can overfit noisy, nonstationary, and low signal-to-noise market data.; Compute-heavy models may be hard to reproduce without code and data access.; Reported gains need robustness checks across regimes and markets.",https://doi.org/10.1016/J.BUILDENV.2009.08.016,https://www.semanticscholar.org/paper/cabc6ec77e08b540f5fb034752446bcb6a284f99,,,10.1016/J.BUILDENV.2009.08.016,,,53366147,Computer Science; Engineering; Environmental Science,,algorithmic trading,1,citations=728; influential=27; AI/ML method signal; open PDF metadata; title trade matches=1; trade term matches=1,
7,2010,The subprime credit crisis and contagion in financial markets,F. Longstaff,,2010-09-01,690,60,212.391,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions The subprime credit crisis and contagion in financial markets within General Finance, Surveys, and Trading Systems.",high citation signal (690); influential citation signal (60),"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1016/J.JFINECO.2010.01.002,https://www.semanticscholar.org/paper/b97b6486c08189619bfa7c59350b3349086990c9,,,10.1016/J.JFINECO.2010.01.002,,,16641917,Economics,,asset pricing stock returns; price discovery stock market; risk premium stock returns; stock returns,4,citations=690; influential=60; open PDF metadata; title trade matches=2; trade term matches=2; query hits=4,
8,2010,Volatility and growth: Credit constraints and the composition of investment,"P. Aghion, G. Angeletos, A. Banerjee, Kalina B. Manova",,2010-04-01,670,95,215.094,Market Microstructure and High-Frequency Trading,microstructure; risk/volatility,high-frequency; risk-volatility,How does uncertainty and credit constraints affect the cyclical composition of investment and thereby volatility and growth?,high citation signal (670); influential citation signal (95); open-access PDF metadata,"High-frequency results depend heavily on market access, latency, fees, and order-book reconstruction quality.; Public metadata rarely reveals execution assumptions.; Short-horizon predictability can vanish when capacity and competition are considered.",https://doi.org/10.1016/J.JMONECO.2010.02.005,https://www.semanticscholar.org/paper/251296434928f9f0931b94d56f42e7d0c4e3e5c8,https://dspace.mit.edu/bitstream/1721.1/52352/1/AABM-final-web-Volatility.pdf,,10.1016/J.JMONECO.2010.02.005,,,13821758,Economics,,financial market prediction,1,citations=670; influential=95; investment validation signal; open PDF metadata; trade term matches=2,"How does uncertainty and credit constraints affect the cyclical composition of investment and thereby volatility and growth? This paper addresses this question within a model where firms engage in two types of investment: a short-term one; and a long-term one, which contributes more to productivity growth. Because it takes longer to complete, long-term investment has a relatively less cyclical return; but it also has a higher liquidity risk. The first effect ensures that the share of long-term investment to total investment is countercyclical when financial markets are perfect; the second implies that this share may turn procyclical when firms face tight credit constraints. A novel propagation mechanism thus emerges: through its effect on the cyclical composition of investment, tighter credit can lead to both higher volatility and lower mean growth. Evidence from a panel of countries provides support for the model's key predictions."
9,2010,The future of the global food system,"H. C. J. Godfray, I. R. Crute, L. Haddad, D. Lawrence, J. Muir, N. Nisbett, J. Pretty, S. Robinson, et al.",Philosophical Transactions of the Royal Society B: Biological Sciences,2010-09-27,664,24,190.06,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Although food prices in major world markets are at or near a historical low, there is increasing concern about food security—the ability of the world to provide healthy and environmentally sustainable diets for all its peoples.",high citation signal (664); influential citation signal (24); open-access PDF metadata,"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1098/rstb.2010.0180,https://www.semanticscholar.org/paper/b9a38a476105ee78f1a7896e25e8f21d77c99714,https://doi.org/10.1098/rstb.2010.0180,,10.1098/rstb.2010.0180,,20713383,8568735,Agricultural and Food Sciences; Business; Economics; Environmental Science; Medicine,JournalArticle; Review,securities market,1,citations=664; influential=24; open PDF metadata; trade term matches=1,"Although food prices in major world markets are at or near a historical low, there is increasing concern about food security—the ability of the world to provide healthy and environmentally sustainable diets for all its peoples. This article is an introduction to a collection of reviews whose authors were asked to explore the major drivers affecting the food system between now and 2050. A first set of papers explores the main factors affecting the demand for food (population growth, changes in consumption patterns, the effects on the food system of urbanization and the importance of understanding income distributions) with a second examining trends in future food supply (crops, livestock, fisheries and aquaculture, and ‘wild food’). A third set explores exogenous factors affecting the food system (climate change, competition for water, energy and land, and how agriculture depends on and provides ecosystem services), while the final set explores cross-cutting themes (food system economics, food wastage and links with health). Two of the clearest conclusions that emerge from the collected papers are that major advances in sustainable food production and availability can be achieved with the concerted application of current technologies (given sufficient political will), and the importance of investing in research sooner rather than later to enable the food system to cope with both known and unknown challenges in the coming decades."
10,2010,Stock Market Declines and Liquidity,"W. Kang, A. Hameed, S. Viswanathan",,2010-02-01,620,49,200.258,Market Microstructure and High-Frequency Trading,microstructure,stock-prediction; high-frequency,Positions Stock Market Declines and Liquidity within Market Microstructure and High-Frequency Trading.,high citation signal (620); influential citation signal (49),"High-frequency results depend heavily on market access, latency, fees, and order-book reconstruction quality.; Public metadata rarely reveals execution assumptions.; Short-horizon predictability can vanish when capacity and competition are considered.",https://doi.org/10.2139/SSRN.889241,https://www.semanticscholar.org/paper/432477bd4a82bbb932db51f790c939139ffc2cb8,,,10.2139/SSRN.889241,,,10124818,Economics,,stock returns,1,citations=620; influential=49; open PDF metadata; title trade matches=1; trade term matches=1,
