candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
1,2014,The Cross Section of Expected Stock Returns,J. Lewellen,,2014-08-22,6364,1096,297.693,Asset Pricing and Return Predictability,metadata-ranked,asset-pricing,Positions The Cross Section of Expected Stock Returns within Asset Pricing and Return Predictability.,"high citation signal (6,364); influential citation signal (1,096)","Return predictability can disappear after transaction costs, crowding, and multiple-testing correction.; Citation impact can favor well-known anomalies even when live performance later weakens.; Metadata cannot verify whether data-snooping controls were adequate.",https://doi.org/10.2139/SSRN.2511246,https://www.semanticscholar.org/paper/982deeab9e8b199fd65c4a147ab15585a783bcff,,,10.2139/SSRN.2511246,,,20943287,Business; Economics,,stock returns,1,citations=6364; influential=1096; open PDF metadata; title trade matches=2; trade term matches=2,
2,2014,Stock Price Prediction Using the ARIMA Model,"Adebiyi Ariyo Ariyo, A. Adewumi, C. Ayo",2014 UKSim-AMSS 16th International Conference on Computer Modelling and Simulation,2014-03-26,1010,38,210.501,"General Finance, Surveys, and Trading Systems",forecasting,stock-prediction,"Positions Stock Price Prediction Using the ARIMA Model within General Finance, Surveys, and Trading Systems.","high citation signal (1,010); influential citation signal (38); open-access PDF metadata","Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1109/UKSim.2014.67,https://www.semanticscholar.org/paper/aaa3ea902685c8e68be9e53b6798d1330806595c,http://eprints.lmu.edu.ng/2357/1/UKSim2014_IEEE.pdf,,10.1109/UKSim.2014.67,,,6767688,Business; Computer Science; Economics,JournalArticle; Conference,stock price prediction,1,citations=1010; influential=38; open PDF metadata; title trade matches=2; trade term matches=2,
3,2014,Expectations of Returns and Expected Returns,"Robin Greenwood, A. Shleifer",,2014-03-01,999,91,219.276,Behavioral Finance and Investor Decision-Making,metadata-ranked,stock-prediction; behavioral-finance,We analyze time-series of investor expectations of future stock market returns from six data sources between 1963 and 2011.,high citation signal (999); influential citation signal (91); open-access PDF metadata,Behavioral mechanisms can be market-specific and time-varying.; Sentiment proxies may capture several confounded channels.; Trading implementation requires constraints beyond the behavioral explanation.,https://doi.org/10.1093/RFS/HHT082,https://www.semanticscholar.org/paper/f969373156437e64467b33c44250f8b32e6a2142,https://dash.harvard.edu/bitstream/1/11880390/3/Shleifer-expectations-and-returns.pdf,,10.1093/RFS/HHT082,,,16133265,Economics,,stock returns,1,citations=999; influential=91; open PDF metadata; trade term matches=3,"We analyze time-series of investor expectations of future stock market returns from six data sources between 1963 and 2011. The six measures of expectations are highly positively correlated with each other, as well as with past stock returns and with the level of the stock market. However, investor expectations are strongly negatively correlated with model-based expected returns. We reconcile the evidence by calibrating a simple behavioral model, in which fundamental traders require a premium to accommodate expectations shocks from extrapolative traders, but markets are not efficient."
4,2014,Volatility is rough,"Jim Gatheral, Thibault Jaisson, M. Rosenbaum",,2014-10-13,859,159,226.705,Market Microstructure and High-Frequency Trading,microstructure; risk/volatility,high-frequency; risk-volatility,"Estimating volatility from recent high frequency data, we revisit the question of the smoothness of the volatility process.",high citation signal (859); influential citation signal (159),"High-frequency results depend heavily on market access, latency, fees, and order-book reconstruction quality.; Public metadata rarely reveals execution assumptions.; Short-horizon predictability can vanish when capacity and competition are considered.",https://doi.org/10.1080/14697688.2017.1393551,https://www.semanticscholar.org/paper/ef8382b7dcd1436a130ea54acb399b9bb8787fd3,,,10.1080/14697688.2017.1393551,1410.3394,,153762724,Economics; Mathematics,,financial time series forecasting,1,citations=859; influential=159; investment validation signal; open PDF metadata; trade term matches=1,"Estimating volatility from recent high frequency data, we revisit the question of the smoothness of the volatility process. Our main result is that log-volatility behaves essentially as a fractional Brownian motion with Hurst exponent H of order 0.1, at any reasonable timescale. This leads us to adopt the fractional stochastic volatility (FSV) model of Comte and Renault [Long memory in continuous-time stochastic volatility models. Math. Finance, 1998, 8(4), 291–323]. We call our model Rough FSV (RFSV) to underline that, in contrast to FSV, . We demonstrate that our RFSV model is remarkably consistent with financial time series data; one application is that it enables us to obtain improved forecasts of realized volatility. Furthermore, we find that although volatility is not a long memory process in the RFSV model, classical statistical procedures aiming at detecting volatility persistence tend to conclude the presence of long memory in data generated from it. This sheds light on why long memory of volatility has been widely accepted as a stylized fact."
5,2014,Text mining for market prediction: A systematic review,"A. K. Nassirtoussi, S. Aghabozorgi, Teh Ying Wah, D. Ngo",Expert systems with applications,2014-11-01,620,31,209.01,"Sentiment, News, and Alternative Data",survey/review; forecasting; sentiment/text,stock-prediction; sentiment-altdata,"Positions Text mining for market prediction: A systematic review within Sentiment, News, and Alternative Data.",high citation signal (620); influential citation signal (31); recognized finance/AI venue,Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://doi.org/10.1016/j.eswa.2014.06.009,https://www.semanticscholar.org/paper/bab568d3bf93c02cfdd56a046feaef654af51c1e,,,10.1016/j.eswa.2014.06.009,,,10869039,Business; Computer Science; Economics,JournalArticle; Review,financial market prediction,1,citations=620; influential=31; recognized finance/AI venue; survey/benchmark signal; open PDF metadata; title trade matches=1; trade term matches=1,
6,2014,Comparison of ARIMA and Artificial Neural Networks Models for Stock Price Prediction,,Journal of Applied Mathematics,2014-03-05,562,24,200.396,Deep Learning and Financial Time Series,forecasting; deep-learning,stock-prediction,This paper examines the forecasting performance of ARIMA and artificial neural networks model with published stock data obtained from New York Stock Exchange.,high citation signal (562); influential citation signal (24); open-access PDF metadata,"Deep models can overfit noisy, nonstationary, and low signal-to-noise market data.; Compute-heavy models may be hard to reproduce without code and data access.; Reported gains need robustness checks across regimes and markets.",https://doi.org/10.1155/2014/614342,https://www.semanticscholar.org/paper/62970e90ff2e79b53628e17315f9212760d2516b,https://downloads.hindawi.com/journals/jam/2014/614342.pdf,,10.1155/2014/614342,,,43470291,Business; Computer Science; Economics; Mathematics,JournalArticle,stock price prediction,1,citations=562; influential=24; AI/ML method signal; open PDF metadata; title trade matches=3; trade term matches=5,This paper examines the forecasting performance of ARIMA and artificial neural networks model with published stock data obtained from New York Stock Exchange. The empirical results obtained reveal the superiority of neural networks model over ARIMA model. The findings further resolve and clarify contradictory opinions reported in literature over the superiority of neural networks and ARIMA model and vice versa.
7,2014,The Global Crisis and Equity Market Contagion: The Global Crisis and Equity Market Contagion,"G. Bekaert, Michael Ehrmann, Marcel Fratzscher, Arnaud Mehl",,2014-12-01,550,22,188.755,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions The Global Crisis and Equity Market Contagion: The Global Crisis and Equity Market Contagion within General Finance, Surveys, and Trading Systems.",high citation signal (550); influential citation signal (22); open-access PDF metadata,"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1111/JOFI.12203,https://www.semanticscholar.org/paper/73c3d5d8f51447abea2eafb2e2b35f2b4eb666d6,http://www.diw.de/documents/publikationen/73/diw_01.c.434767.de/dp1352.pdf,,10.1111/JOFI.12203,,,157367816,Business; Economics,,equity factor models; equity returns,2,citations=550; influential=22; open PDF metadata; title trade matches=1; trade term matches=1; query hits=2,
8,2014,Multi-objective optimization for building retrofit: A model using genetic algorithm and artificial neural network and an application,"E. Asadi, M. Silva, C. H. Antunes, L. Dias, L. Glicksman",,2014-10-01,490,13,183.269,Deep Learning and Financial Time Series,deep-learning,deep-learning,Positions Multi-objective optimization for building retrofit: A model using genetic algorithm and artificial neural network and an application within Deep Learning and Financial Time Series.,high citation signal (490); influential citation signal (13); open-access PDF metadata,"Deep models can overfit noisy, nonstationary, and low signal-to-noise market data.; Compute-heavy models may be hard to reproduce without code and data access.; Reported gains need robustness checks across regimes and markets.",https://doi.org/10.1016/J.ENBUILD.2014.06.009,https://www.semanticscholar.org/paper/fb12bbd8329e92b42099912de7db8df5b2020bdb,https://estudogeral.uc.pt/bitstream/10316/27849/1/Multi-objective%20optimization%20for%20building%20retrofit.pdf,,10.1016/J.ENBUILD.2014.06.009,,,53336236,Engineering; Environmental Science,,algorithmic trading; quantitative trading,2,citations=490; influential=13; AI/ML method signal; open PDF metadata; title trade matches=1; trade term matches=1; query hits=2,
9,2014,News impact on stock price return via sentiment analysis,"Xiaodong Li, Haoran Xie, Li Chen, Jianping Wang, Xiaotie Deng",Knowledge-Based Systems,2014-10-01,486,13,192.089,"Sentiment, News, and Alternative Data",sentiment/text,stock-prediction; sentiment-altdata,"Positions News impact on stock price return via sentiment analysis within Sentiment, News, and Alternative Data.",high citation signal (486); influential citation signal (13); recognized finance/AI venue,Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://doi.org/10.1016/j.knosys.2014.04.022,https://www.semanticscholar.org/paper/70c621519bc02d7d2aaa79ca2320fe1af38b6f87,,,10.1016/j.knosys.2014.04.022,,,20812255,Business; Computer Science; Economics,JournalArticle,financial market prediction; news sentiment stock market; stock market prediction; stock price prediction; stock return prediction,5,citations=486; influential=13; recognized finance/AI venue; open PDF metadata; title trade matches=1; trade term matches=1; query hits=5,
10,2014,A moving-average filter based hybrid ARIMA-ANN model for forecasting time series data,"C. Babu, B. Reddy",Applied Soft Computing,2014-10-01,461,21,196.257,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions A moving-average filter based hybrid ARIMA-ANN model for forecasting time series data within General Finance, Surveys, and Trading Systems.",high citation signal (461); influential citation signal (21); recognized finance/AI venue,"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1016/j.asoc.2014.05.028,https://www.semanticscholar.org/paper/f26739b4ccb739e94fbc7c308db01f2880704169,,,10.1016/j.asoc.2014.05.028,,,5070540,Computer Science; Economics; Mathematics,JournalArticle,neural networks stock market; stock market prediction; stock price prediction; volatility forecasting stock market,4,citations=461; influential=21; recognized finance/AI venue; open PDF metadata; title trade matches=1; trade term matches=1; query hits=4,
