rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
18,1,1,2009,Optimal Versus Naive Diversification: How Inefficient is the 1/N Portfolio Strategy?,"V. DeMiguel, Lorenzo Garlappi, Raman Uppal",,2009-05-01,3161,331,267.569,Portfolio Optimization and Asset Allocation,portfolio,portfolio,Positions Optimal Versus Naive Diversification: How Inefficient is the 1/N Portfolio Strategy? within Portfolio Optimization and Asset Allocation.,"high citation signal (3,161); influential citation signal (331)","Allocation gains can be dominated by estimation error, turnover, short-sale constraints, and benchmark choice.; Backtests may hide capacity and liquidity limits.; Metadata cannot confirm implementation details such as costs, leverage, or rebalancing rules.",https://doi.org/10.1093/RFS/HHM075,https://www.semanticscholar.org/paper/5056fa2683e15c4c84d13c3dbfb949dc133850a3,,,10.1093/RFS/HHM075,,,1073674,Economics,,equity portfolio performance,1,citations=3161; influential=331; investment validation signal; open PDF metadata; title trade matches=1; trade term matches=1,
58,2,2,2009,The Impact of Oil Price Shocks on the U.S. Stock Market,"L. Kilian, Cheolbeom Park",,2009-11-01,1650,138,236.084,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions The Impact of Oil Price Shocks on the U.S. Stock Market within General Finance, Surveys, and Trading Systems.","high citation signal (1,650); influential citation signal (138)","Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1111/J.1468-2354.2009.00568.X,https://www.semanticscholar.org/paper/b2335925a9b09704384779f78bbbddbfc2213a98,,,10.1111/J.1468-2354.2009.00568.X,,,6040185,Economics,,stock returns,1,citations=1650; influential=138; open PDF metadata; title trade matches=1; trade term matches=1,
64,3,3,2009,Investor Inattention and Friday Earnings Announcements,"Stefano DellaVigna, Joshua Pollet",,2009-04-01,1613,139,237.685,Deep Learning and Financial Time Series,metadata-ranked,deep-learning,Positions Investor Inattention and Friday Earnings Announcements within Deep Learning and Financial Time Series.,"high citation signal (1,613); influential citation signal (139); open-access PDF metadata","Deep models can overfit noisy, nonstationary, and low signal-to-noise market data.; Compute-heavy models may be hard to reproduce without code and data access.; Reported gains need robustness checks across regimes and markets.",https://doi.org/10.1111/J.1540-6261.2009.01447.X,https://www.semanticscholar.org/paper/787072a1f6a1ca163746b21bc30f8ef1b94543d8,http://emlab.berkeley.edu/users/sdellavi/wp/earnfr080204.pdf,,10.1111/J.1540-6261.2009.01447.X,,,15884776,Economics,,earnings announcements stock returns; stock returns,2,citations=1613; influential=139; open PDF metadata; title trade matches=1; trade term matches=1; query hits=2,
67,4,4,2009,Carbon flow in the rhizosphere: carbon trading at the soil–root interface,"Davey L. Jones, C. Nguyen, R. Finlay",Plant and Soil,2009-02-25,1553,73,225.926,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions Carbon flow in the rhizosphere: carbon trading at the soil–root interface within General Finance, Surveys, and Trading Systems.","high citation signal (1,553); influential citation signal (73)","Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1007/s11104-009-9925-0,https://www.semanticscholar.org/paper/541bde1f7410091df5a38ff09cbb04b88485a57f,,,10.1007/s11104-009-9925-0,,,21949997,Biology; Environmental Science,Review,quantitative trading,1,citations=1553; influential=73; open PDF metadata; title trade matches=1; trade term matches=1,
118,5,5,2009,Idiosyncratic Risk and the Cross-Section of Expected Stock Returns,Fangjian Fu,,,1070,211,242.472,Portfolio Optimization and Asset Allocation,portfolio; asset-pricing; risk/volatility,portfolio; risk-volatility; asset-pricing,Theories such as Merton [1987. A simple model of capital market equilibrium with incomplete information.,"high citation signal (1,070); influential citation signal (211); open-access PDF metadata","Allocation gains can be dominated by estimation error, turnover, short-sale constraints, and benchmark choice.; Backtests may hide capacity and liquidity limits.; Metadata cannot confirm implementation details such as costs, leverage, or rebalancing rules.",https://doi.org/10.1016/J.JFINECO.2008.02.003,https://www.semanticscholar.org/paper/b2516543bdbaee9fa75319e39a1c5ad7b5467a74,https://ink.library.smu.edu.sg/lkcsb_research/3030,,10.1016/J.JFINECO.2008.02.003,,,19143621,Economics,,stock returns,1,citations=1070; influential=211; investment validation signal; open PDF metadata; title trade matches=2; trade term matches=4,"Theories such as Merton [1987. A simple model of capital market equilibrium with incomplete information. Journal of Finance 42, 483-510] predict a positive relation between idiosyncratic risk and expected return when investors do not diversify their portfolio. Ang, Hodrick, Xing, and Zhang [2006. The cross-section of volatility and expected returns. Journal of Finance 61, 259-299], however, find that monthly stock returns are negatively related to the one-month lagged idiosyncratic volatilities. I show that idiosyncratic volatilities are time-varying and thus, their findings should not be used to imply the relation between idiosyncratic risk and expected return. Using the exponential GARCH models to estimate expected idiosyncratic volatilities, I find a significantly positive relation between the estimated conditional idiosyncratic volatilities and expected returns. Further evidence suggests that Ang et al.'s findings are largely explained by the return reversal of a subset of small stocks with high idiosyncratic volatilities."
124,6,6,2009,Time Series Prediction Using Support Vector Machines: A Survey,"Nicholas I. Sapankevych, R. Sankar",IEEE Computational Intelligence Magazine,2009-05-01,1046,33,220.35,Machine Learning for Stock Prediction,survey/review; forecasting; machine-learning,stock-prediction; machine-learning,Positions Time Series Prediction Using Support Vector Machines: A Survey within Machine Learning for Stock Prediction.,"high citation signal (1,046); influential citation signal (33)","Predictive accuracy may not translate into risk-adjusted returns after costs.; Feature leakage, survivorship bias, and nonstationarity are persistent concerns.; Metadata-driven screening cannot audit the exact train/test split.",https://doi.org/10.1109/MCI.2009.932254,https://www.semanticscholar.org/paper/40927c5d81988a1151639fad150cbc74f64e0d68,,,10.1109/MCI.2009.932254,,,19977,Computer Science; Engineering,JournalArticle; Review,financial market prediction; financial time series forecasting,2,citations=1046; influential=33; survey/benchmark signal; AI/ML method signal; open PDF metadata; title trade matches=2; trade term matches=2; query hits=2,
160,7,7,2009,Textual analysis of stock market prediction using breaking financial news: The AZFin text system,"Robert P. Schumaker, Hsinchun Chen",TOIS,2009-02-01,913,47,217.189,"Sentiment, News, and Alternative Data",forecasting; sentiment/text,stock-prediction; sentiment-altdata,"Positions Textual analysis of stock market prediction using breaking financial news: The AZFin text system within Sentiment, News, and Alternative Data.",high citation signal (913); influential citation signal (47),Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://doi.org/10.1145/1462198.1462204,https://www.semanticscholar.org/paper/47542aaac18c5c5b4d271100be28bc81fb7c803a,,,10.1145/1462198.1462204,,,3341587,Business; Computer Science,JournalArticle,derivatives stock market; financial market prediction; machine learning stock market; stock market prediction; stock price prediction; stock return prediction; support vector machine stock prediction,7,citations=913; influential=47; open PDF metadata; title trade matches=2; trade term matches=2; query hits=7,
161,8,8,2009,Institutional Investors and Equity Returns: Are Short-Term Institutions Better Informed?,"Xuemin Yan, Zhe Zhang",,2009-02-01,910,81,217.614,"Sentiment, News, and Alternative Data",forecasting; sentiment/text,stock-prediction; sentiment-altdata,We show that the positive relation between institutional ownership and future stock returns documented in Gompers and Metrick (2001) is driven by short-term institutions.,high citation signal (910); influential citation signal (81); open-access PDF metadata,Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://doi.org/10.1093/REVFIN/HHL046,https://www.semanticscholar.org/paper/3baf1d8b7fc92d8dcc0a7329f60ef439b62dce26,https://ink.library.smu.edu.sg/lkcsb_research/1082,,10.1093/REVFIN/HHL046,,,44033609,Business; Economics,,equity returns; stock returns,2,citations=910; influential=81; open PDF metadata; trade term matches=3; query hits=2,"We show that the positive relation between institutional ownership and future stock returns documented in Gompers and Metrick (2001) is driven by short-term institutions. Furthermore, short-term institutions' trading forecasts future stock returns. This predictability does not reverse in the long run and is stronger for small and growth stocks. Short-term institutions' trading is also positively related to future earnings surprises. By contrast, long-term institutions' trading does not forecast future returns, nor is it related to future earnings news. Our results are consistent with the view that short-term institutions are better informed and they trade actively to exploit their informational advantage. The Author 2007. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oxfordjournals.org., Oxford University Press."
206,9,9,2009,Investor sentiment and stock returns: Some international evidence,Maik Schmeling,,2009-06-01,818,66,218.444,"Sentiment, News, and Alternative Data",sentiment/text,sentiment-altdata; behavioral-finance,"Positions Investor sentiment and stock returns: Some international evidence within Sentiment, News, and Alternative Data.",high citation signal (818); influential citation signal (66); open-access PDF metadata,Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://doi.org/10.1016/J.JEMPFIN.2009.01.002,https://www.semanticscholar.org/paper/5cc7dd5f9192eb38acfa756c2d0e208d7cf72aa9,http://diskussionspapiere.wiwi.uni-hannover.de/pdf_bib/dp-407.pdf,,10.1016/J.JEMPFIN.2009.01.002,,,3831115,Business; Economics,,stock returns; value investing stock market,2,citations=818; influential=66; open PDF metadata; title trade matches=3; trade term matches=3; query hits=2,
217,10,10,2009,International comovement of stock market returns: a wavelet analysis,"Antonio Rúa, L. Nunes",,2009-09-01,798,45,204.635,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions International comovement of stock market returns: a wavelet analysis within General Finance, Surveys, and Trading Systems.",high citation signal (798); influential citation signal (45); open-access PDF metadata,"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1016/J.JEMPFIN.2009.02.002,https://www.semanticscholar.org/paper/d72d9f436a2ba6834ce98e263e0a2a9e8a43125f,https://www.bportugal.pt/sites/default/files/anexos/papers/wp200904.pdf,,10.1016/J.JEMPFIN.2009.02.002,,,54811925,Economics,,stock returns,1,citations=798; influential=45; open PDF metadata; title trade matches=1; trade term matches=1,
