rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
390,1,1,2024,Deep learning models for digital image processing: a review,"R. Archana, P. Jeevaraj",Artificial Intelligence Review,2024-01-01,540,4,173.987,Deep Learning and Financial Time Series,survey/review; deep-learning,deep-learning,Positions Deep learning models for digital image processing: a review within Deep Learning and Financial Time Series.,high citation signal (540); open-access PDF metadata,"Deep models can overfit noisy, nonstationary, and low signal-to-noise market data.; Compute-heavy models may be hard to reproduce without code and data access.; Reported gains need robustness checks across regimes and markets.",https://doi.org/10.1007/s10462-023-10631-z,https://www.semanticscholar.org/paper/1a69a381719e884dd7529d22a054cc02a3d48118,https://link.springer.com/content/pdf/10.1007/s10462-023-10631-z.pdf,,10.1007/s10462-023-10631-z,,,266819106,Computer Science; Engineering,JournalArticle; Review,algorithmic trading,1,citations=540; influential=4; survey/benchmark signal; AI/ML method signal; open PDF metadata; title trade matches=1; trade term matches=1,
861,2,2,2024,Break the Sequential Dependency of LLM Inference Using Lookahead Decoding,"Yichao Fu, Peter Bailis, Ion Stoica, Hao Zhang",International Conference on Machine Learning,2024-02-03,316,35,188.865,"Sentiment, News, and Alternative Data",machine-learning; deep-learning; sentiment/text,machine-learning; deep-learning; sentiment-altdata; behavioral-finance,"Autoregressive decoding of large language models (LLMs) is memory bandwidth bounded, resulting in high latency and significant wastes of the parallel processing power of modern accelerators.",high citation signal (316); influential citation signal (35),Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://doi.org/10.48550/arXiv.2402.02057,https://www.semanticscholar.org/paper/f1a9e0830bc36c048fa4659beaa62609869895b5,,https://github.com/hao-ai-lab/LookaheadDecoding,10.48550/arXiv.2402.02057,2402.02057,,267412730,Computer Science,JournalArticle; Conference,algorithmic trading,1,citations=316; influential=35; AI/ML method signal; open PDF metadata; title trade matches=1; trade term matches=5,"Autoregressive decoding of large language models (LLMs) is memory bandwidth bounded, resulting in high latency and significant wastes of the parallel processing power of modern accelerators. Existing methods for accelerating LLM decoding often require a draft model (e.g., speculative decoding), which is nontrivial to obtain and unable to generalize. In this paper, we introduce Lookahead decoding, an exact, parallel decoding algorithm that accelerates LLM decoding without needing auxiliary models or data stores. It allows trading per-step log(FLOPs) to reduce the number of total decoding steps, is more parallelizable on single or multiple modern accelerators, and is compatible with concurrent memory-efficient attention (e.g., FlashAttention). Our implementation of Lookahead decoding can speed up autoregressive decoding by up to 1.8x on MT-bench and 4x with strong scaling on multiple GPUs in code completion tasks. Our code is avialable at https://github.com/hao-ai-lab/LookaheadDecoding"
898,3,3,2024,TFB: Towards Comprehensive and Fair Benchmarking of Time Series Forecasting Methods,"Xiangfei Qiu, Jilin Hu, Lekui Zhou, Xingjian Wu, Jun Du, Buang Zhang, Chenjuan Guo, Aoying Zhou, et al.",Proceedings of the VLDB Endowment,2024-03-29,307,14,179.975,Deep Learning and Financial Time Series,machine-learning; deep-learning,machine-learning; deep-learning; ai-based-trade,"Time series are generated in diverse domains such as economic, traffic, health, and energy, where forecasting of future values has numerous important applications.",high citation signal (307); influential citation signal (14),"Deep models can overfit noisy, nonstationary, and low signal-to-noise market data.; Compute-heavy models may be hard to reproduce without code and data access.; Reported gains need robustness checks across regimes and markets.",https://doi.org/10.48550/arXiv.2403.20150,https://www.semanticscholar.org/paper/e3142ff658b29bb6120d0dc6588d86aa1d326273,,,10.48550/arXiv.2403.20150,2403.20150,,268793935,Computer Science; Economics,JournalArticle,machine learning stock market,1,citations=307; influential=14; survey/benchmark signal; AI/ML method signal; open PDF metadata; title trade matches=1; trade term matches=4,"Time series are generated in diverse domains such as economic, traffic, health, and energy, where forecasting of future values has numerous important applications. Not surprisingly, many forecasting methods are being proposed. To ensure progress, it is essential to be able to study and compare such methods empirically in a comprehensive and reliable manner. To achieve this, we propose TFB, an automated benchmark for Time Series Forecasting (TSF) methods. TFB advances the state-of-the-art by addressing shortcomings related to datasets, comparison methods, and evaluation pipelines: 1) insufficient coverage of data domains, 2) stereotype bias against traditional methods, and 3) inconsistent and inflexible pipelines. To achieve better domain coverage, we include datasets from 10 different domains : traffic, electricity, energy, the environment, nature, economic, stock markets, banking, health, and the web. We also provide a time series characterization to ensure that the selected datasets are comprehensive. To remove biases against some methods, we include a diverse range of methods, including statistical learning, machine learning, and deep learning methods, and we also support a variety of evaluation strategies and metrics to ensure a more comprehensive evaluations of different methods. To support the integration of different methods into the benchmark and enable fair comparisons, TFB features a flexible and scalable pipeline that eliminates biases. Next, we employ TFB to perform a thorough evaluation of 21 Univariate Time Series Forecasting (UTSF) methods on 8,068 univariate time series and 14 Multivariate Time Series Forecasting (MTSF) methods on 25 datasets. The results offer a deeper understanding of the forecasting methods, allowing us to better select the ones that are most suitable for particular datasets and settings. Overall, TFB and this evaluation provide researchers with improved means of designing new TSF methods."
1048,4,4,2024,An Empirical Analysis of Compute-Optimal Inference for Problem-Solving with Language Models,"Yangzhen Wu, Zhiqing Sun, Shanda Li, S. Welleck, Yiming Yang",arXiv.org,,274,18,168.791,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions An Empirical Analysis of Compute-Optimal Inference for Problem-Solving with Language Models within General Finance, Surveys, and Trading Systems.",high citation signal (274); influential citation signal (18),"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.48550/arXiv.2408.00724,https://www.semanticscholar.org/paper/f9809e9501eaa448c9a555487e32901b54edcaf9,,,10.48550/arXiv.2408.00724,,,282139693,Computer Science,JournalArticle,algorithmic trading,1,citations=274; influential=18; open PDF metadata; title trade matches=1; trade term matches=1,
1491,5,5,2024,"Smallholder farmers' challenges and opportunities: Implications for agricultural production, environment and food security.","Van Touch, Daniel K. Y. Tan, B. Cook, De Li Liu, Rebecca Cross, T. Tran, Ariane Utomo, Sophea Yous, et al.",Journal of Environmental Management,2024-09-18,212,4,142.481,"Risk, Volatility, and Forecast Evaluation",metadata-ranked,risk-volatility,"In an era of growing environmental, socioeconomic, and market uncertainties, understanding the adaptive strategies of smallholder farmers is paramount for sustainable agricultural productivity and environmental management efforts.",high citation signal (212); open-access PDF metadata,Risk forecasts can fail under regime breaks and extreme events.; Choice of loss function strongly affects model rankings.; Citation counts do not prove suitability for a specific mandate or risk budget.,https://doi.org/10.1016/j.jenvman.2024.122536,https://www.semanticscholar.org/paper/6a1cc5a771bb7b42989dec0396043c136b17effa,https://doi.org/10.1016/j.jenvman.2024.122536,,10.1016/j.jenvman.2024.122536,,39299125,272755051,Agricultural and Food Sciences; Economics; Environmental Science; Medicine,JournalArticle; Review,securities market,1,citations=212; influential=4; open PDF metadata; trade term matches=1,"In an era of growing environmental, socioeconomic, and market uncertainties, understanding the adaptive strategies of smallholder farmers is paramount for sustainable agricultural productivity and environmental management efforts. We adopted a mixed-methods approach to investigate the adaptive strategies of smallholders in Northwest Cambodia. Our methodology included downscaled climate projections to project future climate conditions and scenarios, household surveys to collect detailed demographic and socioeconomic data, crop monitoring and record-keeping to gather data on productivity and profitability, and semi-structured interviews to obtain qualitative insights on constraints and adaptation. Our analyses revealed that all smallholders are increasingly vulnerable to climate change which projections reveal will result in more intense and extreme weather events. Specifically, 92% of respondents reported reductions in household income, and 63% indicated the necessity to cut household expenses, which negatively affect agricultural productivity, as evidenced by 33% of respondents reporting declining crop yields and 10% experiencing food shortages. We also uncovered significant differences in farming strategies to mitigate vulnerability among distinct household clusters. Some households prioritise maximising yields through high-expense production strategies, while others focus on optimising inputs to enhance profit-margins, indirectly minimising their environmental impact. These varying strategies have different implications for poverty, food security, and the environment, but were doing very little to mitigate overall vulnerability. To enhance the adaptive capacity of smallholders, policies should target interventions that balance economic growth with environmental sustainability, tailored to the specific needs of different farmer and household types. Promoting the adoption of climate-resilient agricultural practices, investing in water management infrastructure, enhancing access to timely and accurate climate information, and implementing social protection measures are strongly recommended."
1557,6,6,2024,PKU-SafeRLHF: Towards Multi-Level Safety Alignment for LLMs with Human Preference,"Jiaming Ji, Donghai Hong, Borong Zhang, Boyuan Chen, Juntao Dai, Boren Zheng, Tianyi Qiu, Jiayi Zhou, et al.",Annual Meeting of the Association for Computational Linguistics,2024-06-20,205,31,178.734,"Risk, Volatility, and Forecast Evaluation",risk/volatility,risk-volatility,"In this study, we introduce the safety human preference dataset, PKU-SafeRLHF, designed to promote research on safety alignment in large language models (LLMs).",high citation signal (205); influential citation signal (31),Risk forecasts can fail under regime breaks and extreme events.; Choice of loss function strongly affects model rankings.; Citation counts do not prove suitability for a specific mandate or risk budget.,https://doi.org/10.18653/v1/2025.acl-long.1544,https://www.semanticscholar.org/paper/f34cb468cc4c2f6c13f4b6fd527e5c5256218c77,,,10.18653/v1/2025.acl-long.1544,2406.15513,,273374751,Computer Science,JournalArticle; Conference,algorithmic trading,1,citations=205; influential=31; survey/benchmark signal; investment validation signal; open PDF metadata; trade term matches=2,"In this study, we introduce the safety human preference dataset, PKU-SafeRLHF, designed to promote research on safety alignment in large language models (LLMs). As a sibling project to SafeRLHF and BeaverTails, we separate annotations of helpfulness and harmlessness for question-answering pairs, providing distinct perspectives on these coupled attributes. Overall, we provide 44.6k refined prompts and 265k question-answer pairs with safety meta-labels for 19 harm categories and three severity levels ranging from minor to severe, with answers generated by Llama-family models. Based on this, we collected 166.8k preference data, including dual-preference (helpfulness and harmlessness decoupled) and single-preference data (trade-off the helpfulness and harmlessness from scratch), respectively. Using the large-scale annotation data, we further train severity-sensitive moderation for the risk control of LLMs and safety-centric RLHF algorithms for the safety alignment of LLMs. We believe this dataset will be a valuable resource for the community, aiding in the safe deployment of LLMs. Data is available at https://huggingface.co/datasets/PKU-Alignment/PKU-SafeRLHF."
1590,7,7,2024,Explainable artificial intelligence (XAI) in finance: a systematic literature review,"Jurgita Černevičienė, Audrius Kabašinskas",Artificial Intelligence Review,2024-07-26,202,6,163.133,"Risk, Volatility, and Forecast Evaluation",survey/review; machine-learning; deep-learning; risk/volatility,stock-prediction; machine-learning; ai-based-trade; risk-volatility,"As the range of decisions made by Artificial Intelligence (AI) expands, the need for Explainable AI (XAI) becomes increasingly critical.",high citation signal (202); open-access PDF metadata,Risk forecasts can fail under regime breaks and extreme events.; Choice of loss function strongly affects model rankings.; Citation counts do not prove suitability for a specific mandate or risk budget.,https://doi.org/10.1007/s10462-024-10854-8,https://www.semanticscholar.org/paper/55ad60edf95db25bc76001f38ffcb3131c7dded0,https://link.springer.com/content/pdf/10.1007/s10462-024-10854-8.pdf,,10.1007/s10462-024-10854-8,,,271503516,Business; Computer Science; Economics,JournalArticle; Review,stock price prediction,1,citations=202; influential=6; survey/benchmark signal; investment validation signal; AI/ML method signal; open PDF metadata; trade term matches=4,"As the range of decisions made by Artificial Intelligence (AI) expands, the need for Explainable AI (XAI) becomes increasingly critical. The reasoning behind the specific outcomes of complex and opaque financial models requires a thorough justification to improve risk assessment, minimise the loss of trust, and promote a more resilient and trustworthy financial ecosystem. This Systematic Literature Review (SLR) identifies 138 relevant articles from 2005 to 2022 and highlights empirical examples demonstrating XAI's potential benefits in the financial industry. We classified the articles according to the financial tasks addressed by AI using XAI, the variation in XAI methods between applications and tasks, and the development and application of new XAI methods. The most popular financial tasks addressed by the AI using XAI were credit management, stock price predictions, and fraud detection. The three most commonly employed AI black-box techniques in finance whose explainability was evaluated were Artificial Neural Networks (ANN), Extreme Gradient Boosting (XGBoost), and Random Forest. Most of the examined publications utilise feature importance, Shapley additive explanations (SHAP), and rule-based methods. In addition, they employ explainability frameworks that integrate multiple XAI techniques. We also concisely define the existing challenges, requirements, and unresolved issues in applying XAI in the financial sector."
1646,8,8,2024,Inference Scaling Laws: An Empirical Analysis of Compute-Optimal Inference for LLM Problem-Solving,"Yangzhen Wu, Zhiqing Sun, Shanda Li, S. Welleck, Yiming Yang",International Conference on Learning Representations,2024-08-01,196,14,165.143,"Sentiment, News, and Alternative Data",sentiment/text,sentiment-altdata,"While the scaling laws of large language models (LLMs) training have been extensively studied, optimal inference configurations of LLMs remain underexplored.",high citation signal (196); influential citation signal (14),Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://www.semanticscholar.org/paper/b945115f175231d7fafefbdeacdc40edc391273f,https://www.semanticscholar.org/paper/b945115f175231d7fafefbdeacdc40edc391273f,,,,2408.00724,,271601023,Computer Science,JournalArticle,algorithmic trading,1,citations=196; influential=14; survey/benchmark signal; open PDF metadata; title trade matches=1; trade term matches=3,"While the scaling laws of large language models (LLMs) training have been extensively studied, optimal inference configurations of LLMs remain underexplored. We study inference scaling laws (aka test-time scaling laws) and compute-optimal inference, focusing on the trade-offs between model sizes and generating additional tokens with different inference strategies. As a first step towards understanding and designing compute-optimal inference methods, we studied cost-performance trade-offs for inference strategies such as greedy search, majority voting, best-of-$n$, weighted voting, and two different tree search algorithms, using different model sizes and compute budgets. Our findings suggest that scaling inference compute with inference strategies can be more computationally efficient than scaling model parameters. Additionally, smaller models combined with advanced inference algorithms offer Pareto-optimal trade-offs in cost and performance. For example, the Llemma-7B model, when paired with our novel tree search algorithm, consistently outperforms the Llemma-34B model across all tested inference strategies on the MATH benchmark. We hope these insights contribute to a deeper understanding of inference scaling laws (test-time scaling laws) for LLMs."
1875,9,9,2024,Teaching Large Language Models to Reason with Reinforcement Learning,"Alex Havrilla, Yuqing Du, S. Raparthy, Christoforos Nalmpantis, Jane Dwivedi-Yu, Maksym Zhuravinskyi, Eric Hambro, Sainbayar Sukhbaatar, et al.",arXiv.org,2024-03-07,175,4,153.283,"Sentiment, News, and Alternative Data",reinforcement-learning; sentiment/text,reinforcement-trading; sentiment-altdata,Reinforcement Learning from Human Feedback (\textbf{RLHF}) has emerged as a dominant approach for aligning LLM outputs with human preferences.,high citation signal (175),Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://doi.org/10.48550/arXiv.2403.04642,https://www.semanticscholar.org/paper/c78350e81298ca87bc1d59b466fa40081232caaa,,,10.48550/arXiv.2403.04642,2403.04642,,268264399,Computer Science; Linguistics,JournalArticle,algorithmic trading; reinforcement learning trading,2,citations=175; influential=4; AI/ML method signal; open PDF metadata; title trade matches=3; trade term matches=4; query hits=2,"Reinforcement Learning from Human Feedback (\textbf{RLHF}) has emerged as a dominant approach for aligning LLM outputs with human preferences. Inspired by the success of RLHF, we study the performance of multiple algorithms that learn from feedback (Expert Iteration, Proximal Policy Optimization (\textbf{PPO}), Return-Conditioned RL) on improving LLM reasoning capabilities. We investigate both sparse and dense rewards provided to the LLM both heuristically and via a learned reward model. We additionally start from multiple model sizes and initializations both with and without supervised fine-tuning (\textbf{SFT}) data. Overall, we find all algorithms perform comparably, with Expert Iteration performing best in most cases. Surprisingly, we find the sample complexity of Expert Iteration is similar to that of PPO, requiring at most on the order of $10^6$ samples to converge from a pretrained checkpoint. We investigate why this is the case, concluding that during RL training models fail to explore significantly beyond solutions already produced by SFT models. Additionally, we discuss a trade off between maj@1 and pass@96 metric performance during SFT training and how conversely RL training improves both simultaneously. We then conclude by discussing the implications of our findings for RLHF and the future role of RL in LLM fine-tuning."
1908,10,10,2024,Corporate ESG rating divergence and excess stock returns,"Haijun Wang, Shuaipeng Jiao, Chen Ge, Guanglin Sun",Energy Economics,2024-01-01,172,2,135.753,Asset Pricing and Return Predictability,metadata-ranked,asset-pricing,Positions Corporate ESG rating divergence and excess stock returns within Asset Pricing and Return Predictability.,high citation signal (172),"Return predictability can disappear after transaction costs, crowding, and multiple-testing correction.; Citation impact can favor well-known anomalies even when live performance later weakens.; Metadata cannot verify whether data-snooping controls were adequate.",https://doi.org/10.1016/j.eneco.2023.107276,https://www.semanticscholar.org/paper/5353176427fd00adb7b21cc9f2b83fa052c0a14b,,,10.1016/j.eneco.2023.107276,,,266595730,Business; Economics; Environmental Science,JournalArticle,stock returns,1,citations=172; influential=2; open PDF metadata; title trade matches=2; trade term matches=2,
