candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
1,2020,Do investors care about carbon risk?,"P. Bolton, Marcin T. Kacperczyk",Journal of Financial Economics,2020-04-01,2100,88,253.145,"Risk, Volatility, and Forecast Evaluation",asset-pricing; risk/volatility,risk-volatility; asset-pricing,This paper explores whether carbon emissions affect the cross-section of U.S.,"high citation signal (2,100); influential citation signal (88); recognized finance/AI venue; open-access PDF metadata",Risk forecasts can fail under regime breaks and extreme events.; Choice of loss function strongly affects model rankings.; Citation counts do not prove suitability for a specific mandate or risk budget.,https://doi.org/10.3386/W26968,https://www.semanticscholar.org/paper/bb368dc58b6600fa6a05b42604dabf0cb6443b26,http://www.nber.org/papers/w26968.pdf,,10.3386/W26968,,,199343105,Business; Economics; Environmental Science,,momentum investing stock market; risk premium stock returns; stock returns,3,citations=2100; influential=88; recognized finance/AI venue; investment validation signal; open PDF metadata; trade term matches=3; query hits=3,"This paper explores whether carbon emissions affect the cross-section of U.S. stock returns. We find that stocks of firms with higher total CO2 emissions (and changes in emissions) earn higher returns, after controlling for size, book-to-market, momentum, and other factors that predict returns. We cannot explain this carbon premium through differences in unexpected profitability or other known risk factors. We also find that institutional investors implement exclusionary screening based on direct emission intensity in a few salient industries. Overall, our results are consistent with an interpretation that investors are already demanding compensation for their exposure to carbon emission risk."
2,2020,Corporate immunity to the COVID-19 pandemic,"Wenzhi Ding, Ross Levine, Chen Lin, Wensi Xie",Journal of Financial Economics,2020-04-01,1916,106,249.707,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"We evaluate the connection between corporate characteristics and the reaction of stock returns to COVID-19 cases using data on more than 6,700 firms across 61 economies.","high citation signal (1,916); influential citation signal (106); recognized finance/AI venue; open-access PDF metadata","Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1016/j.jfineco.2021.03.005,https://www.semanticscholar.org/paper/65a156447f6944b9de17b50bf584f8758dc2dc8c,https://doi.org/10.3386/w27055,,10.1016/j.jfineco.2021.03.005,,34580557,6162687,Business; Economics; Medicine,JournalArticle,asset pricing stock returns; stock returns,2,citations=1916; influential=106; recognized finance/AI venue; open PDF metadata; trade term matches=5; query hits=2,"We evaluate the connection between corporate characteristics and the reaction of stock returns to COVID-19 cases using data on more than 6,700 firms across 61 economies. The pandemic-induced drop in stock returns was milder among firms with stronger pre-2020 finances (more cash and undrawn credit, less total and short-term debt, and larger profits), less exposure to COVID-19 through global supply chains and customer locations, more corporate social responsibility activities, and less entrenched executives. Furthermore, the stock returns of firms controlled by families (especially through direct holdings and with non-family managers), large corporations, and governments performed better, and those with greater ownership by hedge funds and other asset management companies performed worse. Stock markets positively price small amounts of managerial ownership but negatively price high levels of managerial ownership during the pandemic."
3,2020,Responsible investing: The ESG-efficient frontier,"Lasse Heje Pedersen, Lasse Heje Pedersen, S. Fitzgibbons, Lukasz Pomorski",Journal of Financial Economics,2020-11-01,1373,47,237.157,Portfolio Optimization and Asset Allocation,portfolio; asset-pricing,portfolio; asset-pricing,"We propose a theory in which each stock’s environmental, social, and governance (ESG) score plays two roles: 1) providing information about firm fundamentals and 2) affecting investor preferences.","high citation signal (1,373); influential citation signal (47); recognized finance/AI venue; open-access PDF metadata","Allocation gains can be dominated by estimation error, turnover, short-sale constraints, and benchmark choice.; Backtests may hide capacity and liquidity limits.; Metadata cannot confirm implementation details such as costs, leverage, or rebalancing rules.",https://doi.org/10.2139/ssrn.3466417,https://www.semanticscholar.org/paper/9a456c68d84fe247e053add2ed0b08e80ba9c34a,https://doi.org/10.1016/j.jfineco.2020.11.001,,10.2139/ssrn.3466417,,,211772454,Business; Economics,,stock price prediction; stock return prediction,2,citations=1373; influential=47; recognized finance/AI venue; investment validation signal; open PDF metadata; title trade matches=1; trade term matches=4; query hits=2,"We propose a theory in which each stock’s environmental, social, and governance (ESG) score plays two roles: 1) providing information about firm fundamentals and 2) affecting investor preferences. The solution to the investor’s portfolio problem is characterized by an ESG-efficient frontier, showing the highest attainable Sharpe ratio for each ESG level. The corresponding portfolios satisfy four-fund separation. Equilibrium asset prices are determined by an ESG-adjusted capital asset pricing model, showing when ESG increases or lowers the required return. Combining several large data sets, we compute the empirical ESG-efficient frontier and show the costs and benefits of responsible investing. Finally, we test our theory’s predictions using commercial ESG measures, governance, sin stocks, and carbon emissions."
4,2020,Death and contagious infectious diseases: Impact of the COVID-19 virus on stock market returns,"Abdullah M. Al-Awadhi, Khaled Alsaifi, Ahmad M. Al-Awadhi, Salah Alhammadi",Journal of Behavioral and Experimental Finance,2020-04-08,1222,134,231.073,Behavioral Finance and Investor Decision-Making,metadata-ranked,stock-prediction; behavioral-finance,This study investigates whether contagious infectious diseases affect stock market outcomes.,"high citation signal (1,222); influential citation signal (134); open-access PDF metadata",Behavioral mechanisms can be market-specific and time-varying.; Sentiment proxies may capture several confounded channels.; Trading implementation requires constraints beyond the behavioral explanation.,https://doi.org/10.1016/j.jbef.2020.100326,https://www.semanticscholar.org/paper/843c96e9234c02df1007e4da1139470f12603d2a,https://europepmc.org/articles/pmc7144859?pdf=render,,10.1016/j.jbef.2020.100326,,32292707,215403632,Biology; Economics; Medicine,JournalArticle,stock returns,1,citations=1222; influential=134; open PDF metadata; title trade matches=1; trade term matches=3,"This study investigates whether contagious infectious diseases affect stock market outcomes. As a natural experiment, we use panel data analysis to test the effect of the COVID-19 virus, which is a contagious infectious disease, on the Chinese stock market. The findings indicate that both the daily growth in total confirmed cases and in total cases of death caused by COVID-19 have significant negative effects on stock returns across all companies."
5,2020,Covid-Induced Economic Uncertainty,"Scott R. Baker, Nicholas Bloom, Nicholas Bloom, Steven J. Davis, Steven J. Davis, Steven J. Davis, Stephen J. Terry",,2020-04-01,1163,86,224.834,"Risk, Volatility, and Forecast Evaluation",risk/volatility,stock-prediction; risk-volatility,"Assessing the economic impact of the COVID-19 pandemic is essential for policymakers, but challenging because the crisis has unfolded with extreme speed.","high citation signal (1,163); influential citation signal (86); open-access PDF metadata",Risk forecasts can fail under regime breaks and extreme events.; Choice of loss function strongly affects model rankings.; Citation counts do not prove suitability for a specific mandate or risk budget.,https://doi.org/10.3386/w26983,https://www.semanticscholar.org/paper/4c71803aeb55cb4bd25365cab630b3e9916f3140,https://doi.org/10.3386/w26983,,10.3386/w26983,,,216382284,Economics,Review,volatility forecasting stock market,1,citations=1163; influential=86; investment validation signal; open PDF metadata; trade term matches=1,"Assessing the economic impact of the COVID-19 pandemic is essential for policymakers, but challenging because the crisis has unfolded with extreme speed. We identify three indicators – stock market volatility, newspaper-based economic uncertainty, and subjective uncertainty in business expectation surveys – that provide real-time forward-looking uncertainty measures. We use these indicators to document and quantify the enormous increase in economic uncertainty in the past several weeks. We also illustrate how these forward-looking measures can be used to assess the macroeconomic impact of the COVID-19 crisis. Specifically, we feed COVID-induced first-moment and uncertainty shocks into an estimated model of disaster effects developed by Baker, Bloom and Terry (2020). Our illustrative exercise implies a year-on-year contraction in U.S. real GDP of nearly 11 percent as of 2020 Q4, with a 90 percent confidence interval extending to a nearly 20 percent contraction. The exercise says that about half of the forecasted output contraction reflects a negative effect of COVID-induced uncertainty."
6,2020,Resiliency of Environmental and Social Stocks: An Analysis of the Exogenous COVID-19 Market Crash,"R. Albuquerque, Y. Koskinen, Shuai Yang, Chendi Zhang",The Review of Corporate Finance Studies,2020-06-22,930,75,225.028,"Risk, Volatility, and Forecast Evaluation",survey/review; risk/volatility,stock-prediction; risk-volatility,Abstract The COVID-19 pandemic and the subsequent lockdown brought about an exogenous and unparalleled stock market crash.,high citation signal (930); influential citation signal (75); open-access PDF metadata,Risk forecasts can fail under regime breaks and extreme events.; Choice of loss function strongly affects model rankings.; Citation counts do not prove suitability for a specific mandate or risk budget.,https://doi.org/10.1093/rcfs/cfaa011,https://www.semanticscholar.org/paper/6e017444fbdad0f2c102f80391495940e839d715,https://academic.oup.com/rcfs/article-pdf/9/3/593/33880102/cfaa011.pdf,,10.1093/rcfs/cfaa011,,40504189,219527572,Business; Economics; Environmental Science; Medicine,JournalArticle,stock returns,1,citations=930; influential=75; survey/benchmark signal; investment validation signal; open PDF metadata; trade term matches=3,"Abstract The COVID-19 pandemic and the subsequent lockdown brought about an exogenous and unparalleled stock market crash. The crisis thus provides a unique opportunity to test theories of environmental and social (ES) policies. This paper shows that stocks with higher ES ratings have significantly higher returns, lower return volatility, and higher operating profit margins during the first quarter of 2020. ES firms with higher advertising expenditures experience higher stock returns, and stocks held by more ES-oriented investors experience less return volatility during the crash. This paper highlights the importance of customer and investor loyalty to the resiliency of ES stocks."
7,2020,Economic uncertainty before and during the COVID-19 pandemic,"David E. Altig, S. Baker, Jose Maria Barrero, N. Bloom, P. Bunn, Scarlet Chen, Steven J. Davis, J. Leather, et al.",Journal of Public Economics,2020-06-01,867,52,213.44,"Sentiment, News, and Alternative Data",reinforcement-learning; risk/volatility,stock-prediction; reinforcement-trading; sentiment-altdata; risk-volatility,"ng the COVID-19 pandemic: implied stock market volatility, newspaper-based policy uncertainty, Twitter chatter about economic uncertainty, subjective uncertainty about business growth, forecaster disagreement about future GDP growth, and a model-based measure of macro uncertainty.",high citation signal (867); influential citation signal (52); open-access PDF metadata,Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://doi.org/10.1016/j.jpubeco.2020.104274,https://www.semanticscholar.org/paper/a381e176f5a8ab4cd60a1b38917bd49550dc6796,https://doi.org/10.3386/w27418,,10.1016/j.jpubeco.2020.104274,,32921841,220493689,Economics; Medicine,JournalArticle,volatility forecasting stock market,1,citations=867; influential=52; investment validation signal; open PDF metadata; trade term matches=3,"We consider several economic uncertainty indicators for the US and UK before and during the COVID-19 pandemic: implied stock market volatility, newspaper-based policy uncertainty, Twitter chatter about economic uncertainty, subjective uncertainty about business growth, forecaster disagreement about future GDP growth, and a model-based measure of macro uncertainty. Four results emerge. First, all indicators show huge uncertainty jumps in reaction to the pandemic and its economic fallout. Indeed, most indicators reach their highest values on record. Second, peak amplitudes differ greatly – from a 35% rise for the model-based measure of US economic uncertainty (relative to January 2020) to a 20-fold rise in forecaster disagreement about UK growth. Third, time paths also differ: Implied volatility rose rapidly from late February, peaked in mid-March, and fell back by late March as stock prices began to recover. In contrast, broader measures of uncertainty peaked later and then plateaued, as job losses mounted, highlighting differences between Wall Street and Main Street uncertainty measures. Fourth, in Cholesky-identified VAR models fit to monthly U.S. data, a COVID-size uncertainty shock foreshadows peak drops in industrial production of 12–19%."
8,2020,Financial contagion during COVID–19 crisis,"M. Akhtaruzzaman, Sabri Boubaker, A. Şensoy",Finance Research Letters,2020-05-23,839,53,206.981,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,This study examines how financial contagion occurs through financial and nonfinancial firms between China and G7 countries during the COVID–19 period.,high citation signal (839); influential citation signal (53); open-access PDF metadata,"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1016/j.frl.2020.101604,https://www.semanticscholar.org/paper/986ae644a987153c079ca453ced43e2b05db670c,https://normandie-univ.hal.science/hal-04455600/file/S1544612320305754.pdf,,10.1016/j.frl.2020.101604,,32837363,218858603,Business; Economics,JournalArticle,stock returns,1,citations=839; influential=53; open PDF metadata; trade term matches=2,"This study examines how financial contagion occurs through financial and nonfinancial firms between China and G7 countries during the COVID–19 period. The empirical results show that listed firms across these countries, financial and non-financial firms alike, experience significant increase in conditional correlations between their stock returns. However, the magnitude of increase in these correlations is considerably higher for financial firms during the COVID-19 outbreak, indicating the importance of their role in financial contagion transmission. They also show that optimal hedge ratios increase significantly in most cases, implying higher hedging costs during the COVID-19 period."
9,2020,The COVID-19 Outbreak and Affected Countries Stock Markets Response,"Haiyue Liu, A. Manzoor, Cangyu Wang, Lei Zhang, Zaira Manzoor",International Journal of Environmental Research and Public Health,2020-04-01,769,51,207.538,"Sentiment, News, and Alternative Data",sentiment/text,stock-prediction; sentiment-altdata,"This paper evaluates the short-term impact of the coronavirus outbreak on 21 leading stock market indices in major affected countries including Japan, Korea, Singapore, the USA, Germany, Italy, and the UK etc.",high citation signal (769); influential citation signal (51); open-access PDF metadata,Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://doi.org/10.3390/ijerph17082800,https://www.semanticscholar.org/paper/d73ec753ae73394fda75a89cd95e803a55bb035f,https://www.mdpi.com/1660-4601/17/8/2800/pdf?version=1587535522,,10.3390/ijerph17082800,,32325710,216109830,Business; Economics; Medicine,JournalArticle,investor sentiment stock returns; stock returns,2,citations=769; influential=51; open PDF metadata; title trade matches=1; trade term matches=1; query hits=2,"This paper evaluates the short-term impact of the coronavirus outbreak on 21 leading stock market indices in major affected countries including Japan, Korea, Singapore, the USA, Germany, Italy, and the UK etc. The consequences of infectious disease are considerable and have been directly affecting stock markets worldwide. Using an event study method, our results indicate that the stock markets in major affected countries and areas fell quickly after the virus outbreak. Countries in Asia experienced more negative abnormal returns as compared to other countries. Further panel fixed effect regressions also support the adverse effect of COVID-19 confirmed cases on stock indices abnormal returns through an effective channel by adding up investors’ pessimistic sentiment on future returns and fears of uncertainties."
10,2020,A CNN–LSTM model for gold price time-series forecasting,"I. Livieris, Emmanuel G. Pintelas, P. Pintelas",Neural computing & applications (Print),2020-04-13,758,31,205.424,Deep Learning and Financial Time Series,deep-learning,deep-learning,Positions A CNN–LSTM model for gold price time-series forecasting within Deep Learning and Financial Time Series.,high citation signal (758); influential citation signal (31),"Deep models can overfit noisy, nonstationary, and low signal-to-noise market data.; Compute-heavy models may be hard to reproduce without code and data access.; Reported gains need robustness checks across regimes and markets.",https://doi.org/10.1007/s00521-020-04867-x,https://www.semanticscholar.org/paper/121f46b8c1a4f837fc439a8cd74d8afc96d1d0c5,,,10.1007/s00521-020-04867-x,,,215748263,Business; Computer Science,JournalArticle,financial time series forecasting,1,citations=758; influential=31; AI/ML method signal; open PDF metadata; title trade matches=2; trade term matches=2,
