rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
28,1,1,2011,Does the Stock Market Fully Value Intangibles? Employee Satisfaction and Equity Prices,Alex Edmans,,2011-09-01,2099,193,251.043,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions Does the Stock Market Fully Value Intangibles? Employee Satisfaction and Equity Prices within General Finance, Surveys, and Trading Systems.","high citation signal (2,099); influential citation signal (193); open-access PDF metadata","Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1016/J.JFINECO.2011.03.021,https://www.semanticscholar.org/paper/c7a1141568cc11e3cb05a3ce42a3296b4ea32cca,https://repository.upenn.edu/bitstreams/7ebf569f-aacc-4df6-9ab0-58f1f3ace40a/download,,10.1016/J.JFINECO.2011.03.021,,,1068730,Business; Economics,Review,capital markets investment; earnings announcements stock returns; equity returns; factor investing equity; stock returns,5,citations=2099; influential=193; open PDF metadata; title trade matches=1; trade term matches=1; query hits=5,
51,2,2,2011,Does Algorithmic Trading Improve Liquidity,"T. Hendershott, Charles M. Jones, A. Menkveld",,2011-02-01,1525,101,233.019,Market Microstructure and High-Frequency Trading,microstructure,reinforcement-trading; high-frequency,Positions Does Algorithmic Trading Improve Liquidity within Market Microstructure and High-Frequency Trading.,"high citation signal (1,525); influential citation signal (101); open-access PDF metadata","High-frequency results depend heavily on market access, latency, fees, and order-book reconstruction quality.; Public metadata rarely reveals execution assumptions.; Short-horizon predictability can vanish when capacity and competition are considered.",https://doi.org/10.1111/J.1540-6261.2010.01624.X,https://www.semanticscholar.org/paper/10880a09af0ab428ed82154ecdb76fed1d1e22da,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1540-6261.2010.01624.x,,10.1111/J.1540-6261.2010.01624.X,,,30441,Business; Economics,,algorithmic trading,1,citations=1525; influential=101; open PDF metadata; title trade matches=2; trade term matches=2,
95,3,3,2011,MEAN REVERSION IN STOCK PRICES: EVIDENCE AND IMPLICATIONS,"J. Poterba, Lawrence H. Summers, Barry Perlstein, Chang-Han Rhee, Jeff Zweibel, Ben S. Bernanke, John Y. Campbell, Robert F. Engle, et al.",,,1001,62,223.018,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions MEAN REVERSION IN STOCK PRICES: EVIDENCE AND IMPLICATIONS within General Finance, Surveys, and Trading Systems.","high citation signal (1,001); influential citation signal (62)","Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://www.semanticscholar.org/paper/c339a7f5dd4d822feedf4b4b8098645cb441db5e,https://www.semanticscholar.org/paper/c339a7f5dd4d822feedf4b4b8098645cb441db5e,,,,,,18901605,Economics,,equity factor models; equity returns; factor investing equity; financial economics stock market; securities market; stock returns; value investing stock market,7,citations=1001; influential=62; open PDF metadata; title trade matches=2; trade term matches=2; query hits=7,
125,4,5,2011,Predicting direction of stock price index movement using artificial neural networks and support vector machines: The sample of the Istanbul Stock Exchange,"Y. Kara, M. A. Boyacioglu, Ö. K. Baykan",Expert systems with applications,2011-05-01,879,45,234.759,Machine Learning for Stock Prediction,machine-learning; deep-learning,stock-prediction; machine-learning; ai-based-trade,Positions Predicting direction of stock price index movement using artificial neural networks and support vector machines: The sample of the Istanbul Stock Exchange within Machine Learning for Stock Prediction.,high citation signal (879); influential citation signal (45); recognized finance/AI venue,"Predictive accuracy may not translate into risk-adjusted returns after costs.; Feature leakage, survivorship bias, and nonstationarity are persistent concerns.; Metadata-driven screening cannot audit the exact train/test split.",https://doi.org/10.1016/j.eswa.2010.10.027,https://www.semanticscholar.org/paper/fc0a9a37566845390e6dc5db2ed9330a874b991d,,,10.1016/j.eswa.2010.10.027,,,2340851,Business; Computer Science; Economics,JournalArticle,financial market prediction; neural networks stock market; stock market prediction; stock price prediction; support vector machine stock prediction,5,citations=879; influential=45; recognized finance/AI venue; AI/ML method signal; open PDF metadata; title trade matches=4; trade term matches=4; query hits=5,
171,5,6,2011,Using artificial neural network models in stock market index prediction,"Erkam Güresen, G. Kayakutlu, T. Daim",Expert systems with applications,2011-08-01,778,18,214.698,Deep Learning and Financial Time Series,forecasting; deep-learning,stock-prediction; deep-learning; ai-based-trade,Positions Using artificial neural network models in stock market index prediction within Deep Learning and Financial Time Series.,high citation signal (778); influential citation signal (18); recognized finance/AI venue,"Deep models can overfit noisy, nonstationary, and low signal-to-noise market data.; Compute-heavy models may be hard to reproduce without code and data access.; Reported gains need robustness checks across regimes and markets.",https://doi.org/10.1016/j.eswa.2011.02.068,https://www.semanticscholar.org/paper/bc663690bfa62ba113b866b88001a2477e466f6a,,,10.1016/j.eswa.2011.02.068,,,16016785,Business; Computer Science; Economics,JournalArticle,financial market prediction; neural networks stock market; stock market prediction,3,citations=778; influential=18; recognized finance/AI venue; AI/ML method signal; open PDF metadata; title trade matches=3; trade term matches=3; query hits=3,
214,6,8,2011,Volatility spillovers between oil prices and stock sector returns: Implications for portfolio management,"Mohamed Arouri, Jamel Jouini, D. K. Nguyen",,2011-11-01,661,54,209.999,Portfolio Optimization and Asset Allocation,portfolio; risk/volatility,portfolio; risk-volatility,Positions Volatility spillovers between oil prices and stock sector returns: Implications for portfolio management within Portfolio Optimization and Asset Allocation.,high citation signal (661); influential citation signal (54),"Allocation gains can be dominated by estimation error, turnover, short-sale constraints, and benchmark choice.; Backtests may hide capacity and liquidity limits.; Metadata cannot confirm implementation details such as costs, leverage, or rebalancing rules.",https://doi.org/10.1016/J.JIMONFIN.2011.07.008,https://www.semanticscholar.org/paper/709a303c7e7fc5cb21f065d81389e155b48801c4,,,10.1016/J.JIMONFIN.2011.07.008,,,154677223,Economics,,risk management portfolio stock; stock returns,2,citations=661; influential=54; investment validation signal; open PDF metadata; title trade matches=1; trade term matches=1; query hits=2,
218,7,9,2011,"Religious Beliefs, Gambling Attitudes, and Financial Market Outcomes","Alok Kumar, J. Page, Oliver Spalt",,2011-04-01,652,40,200.585,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions Religious Beliefs, Gambling Attitudes, and Financial Market Outcomes within General Finance, Surveys, and Trading Systems.",high citation signal (652); influential citation signal (40); open-access PDF metadata,"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1016/J.JFINECO.2011.07.001,https://www.semanticscholar.org/paper/2918ca5b89832b0e8f73988d8df568390544d827,http://www.efa2009.org/papers/SSRN-id1335855.pdf,,10.1016/J.JFINECO.2011.07.001,,,67766362,Business; Economics,,options market stock returns; stock returns,2,citations=652; influential=40; open PDF metadata; title trade matches=1; trade term matches=1; query hits=2,
236,8,10,2011,Investor Sentiment and the Mean-Variance Relation,"Jianfeng Yu, Yu Yuan",,2011-05-01,618,33,196.787,"Sentiment, News, and Alternative Data",portfolio; sentiment/text,portfolio; sentiment-altdata; behavioral-finance,"Positions Investor Sentiment and the Mean-Variance Relation within Sentiment, News, and Alternative Data.",high citation signal (618); influential citation signal (33); open-access PDF metadata,Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://doi.org/10.1016/J.JFINECO.2010.10.011,https://www.semanticscholar.org/paper/e13c6581279d884963e22edd449591e41eb15011,https://repository.upenn.edu/bitstreams/a03b32b5-fe26-47c9-8e3b-0aef4076c93c/download,,10.1016/J.JFINECO.2010.10.011,,,14980083,Economics,,investor sentiment stock returns; stock returns,2,citations=618; influential=33; open PDF metadata; title trade matches=1; trade term matches=1; query hits=2,
245,9,11,2011,Multivariate realised kernels: consistent positive semi-definite estimators of the covariation of equity prices with noise and non-synchronous trading,"O. Barndorff-Nielsen, P. R. Hansen, Asger Lunde, N. Shephard",,2011-04-19,607,74,205.469,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions Multivariate realised kernels: consistent positive semi-definite estimators of the covariation of equity prices with noise and non-synchronous trading within General Finance, Surveys, and Trading Systems.",high citation signal (607); influential citation signal (74); open-access PDF metadata,"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1016/J.JECONOM.2010.07.009,https://www.semanticscholar.org/paper/7518c48650482602415fa3031c401c016dcd36d7,http://www.nuff.ox.ac.uk/economics/papers/2008/w10/Kernelneil_30_6_08.pdf,,10.1016/J.JECONOM.2010.07.009,,,5387522,Business; Economics; Mathematics,,equity returns,1,citations=607; influential=74; open PDF metadata; title trade matches=1; trade term matches=1,
254,10,12,2011,The Short of It : Investor Sentiment and Anomalies by *,"R. Stambaugh, Jianfeng Yu, Yu Yuan",,,596,81,208.316,"Sentiment, News, and Alternative Data",sentiment/text,sentiment-altdata; behavioral-finance,"Positions The Short of It : Investor Sentiment and Anomalies by * within Sentiment, News, and Alternative Data.",high citation signal (596); influential citation signal (81),Timestamp alignment and look-ahead bias are critical for text and alternative-data studies.; Sentiment signals can decay quickly as information becomes crowded.; Data licensing and coverage bias can limit reproducibility.,https://www.semanticscholar.org/paper/d2be7001f3a87375bb81445cc9213cf7e26a44ba,https://www.semanticscholar.org/paper/d2be7001f3a87375bb81445cc9213cf7e26a44ba,,,,,,15090412,Business; Economics,,investor sentiment stock returns; stock returns,2,citations=596; influential=81; open PDF metadata; title trade matches=1; trade term matches=1; query hits=2,
