rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
4,1,1,2013,A five-factor asset pricing model,"E. Fama, K. French",,,6067,728,294.921,Asset Pricing and Return Predictability,asset-pricing,asset-pricing,Positions A five-factor asset pricing model within Asset Pricing and Return Predictability.,"high citation signal (6,067); influential citation signal (728); open-access PDF metadata","Return predictability can disappear after transaction costs, crowding, and multiple-testing correction.; Citation impact can favor well-known anomalies even when live performance later weakens.; Metadata cannot verify whether data-snooping controls were adequate.",https://doi.org/10.1016/j.jfineco.2014.10.010,https://www.semanticscholar.org/paper/b3c6a9447a0537772bfc98166efe55ad087a24b4,http://faculty.chicagobooth.edu/john.cochrane/teaching/35150_advanced_investments/FF_Five_Factor.pdf,,10.1016/j.jfineco.2014.10.010,,,199555024,Business; Economics,,asset pricing stock returns; stock returns,2,citations=6067; influential=728; investment validation signal; open PDF metadata; title trade matches=1; trade term matches=1; query hits=2,
142,2,2,2013,Stock Market Volatility and Macroeconomic Fundamentals,"R. Engle, Eric Ghysels, Bumjean Sohn",Review of Economics and Statistics,2013-07-01,968,104,232.433,"Risk, Volatility, and Forecast Evaluation",survey/review; risk/volatility,stock-prediction; risk-volatility,"Positions Stock Market Volatility and Macroeconomic Fundamentals within Risk, Volatility, and Forecast Evaluation.",high citation signal (968); influential citation signal (104),Risk forecasts can fail under regime breaks and extreme events.; Choice of loss function strongly affects model rankings.; Citation counts do not prove suitability for a specific mandate or risk budget.,https://doi.org/10.1162/REST_a_00300,https://www.semanticscholar.org/paper/62d08d505abd19a8feaa6952d2574259a40751f3,,,10.1162/REST_a_00300,,,21151427,Economics,,stock market prediction; volatility forecasting stock market,2,citations=968; influential=104; survey/benchmark signal; investment validation signal; open PDF metadata; title trade matches=1; trade term matches=1; query hits=2,
170,3,3,2013,"Fallacies, Irrelevant Facts, and Myths in the Discussion of Capital Regulation: Why Bank Equity is Not Expensive","Anat R. Admati, P. DeMarzo, P. DeMarzo, Martin F. Hellwig, P. Pfleiderer",,2013-10-22,889,107,221.957,"Risk, Volatility, and Forecast Evaluation",risk/volatility,risk-volatility,"We examine the pervasive view that ""equity is expensive,"" which leads to claims that high capital requirements are costly and would affect credit markets adversely.",high citation signal (889); influential citation signal (107); open-access PDF metadata,Risk forecasts can fail under regime breaks and extreme events.; Choice of loss function strongly affects model rankings.; Citation counts do not prove suitability for a specific mandate or risk budget.,https://doi.org/10.2139/SSRN.2349739,https://www.semanticscholar.org/paper/6f6dcd12d0e4f3f5f47888d2eeef11faccfaccff,http://www.coll.mpg.de/pdf_dat/2013_23online.pdf,,10.2139/SSRN.2349739,,,2574921,Economics; Law,,securities market,1,citations=889; influential=107; investment validation signal; open PDF metadata; trade term matches=1,"We examine the pervasive view that ""equity is expensive,"" which leads to claims that high capital requirements are costly and would affect credit markets adversely. We find that arguments made to support this view are either fallacious, irrelevant, or very weak. For example, the return on equity contains a risk premium that must go down if banks have more equity. It is thus incorrect to assume that the required return on equity remains fixed as capital requirements increase. It is also incorrect to translate higher taxes paid by banks to a social cost. Policies that subsidize debt and indirectly penalize equity through taxes and implicit guarantees are distortive. Any desirable public subsidies to banks' activities should be given directly and not in ways that encourage leverage. Finally, suggestions that high leverage serves a necessary disciplining role are based on inadequate theory lacking empirical support. We conclude that bank equity is not socially expensive, and that high leverage is not necessary for banks to perform all their socially valuable functions, including lending, taking deposits and issuing money-like securities. To the contrary, better capitalized banks suffer fewer distortions in lending decisions and would perform better. The fact that banks choose high leverage does not imply that this is socially optimal, and, viewed from an ex ante perspective, high leverage may not even be privately optimal for banks. Setting equity requirements significantly higher than the levels currently proposed would entail large social benefits and minimal, if any, social costs. Approaches based on equity dominate alternatives, including contingent capital. To achieve better capitalization quickly and efficiently and prevent disruption to lending, regulators must actively control equity payouts and issuance. If remaining challenges are addressed, capital regulation can be a powerful tool for enhancing the role of banks in the economy."
182,4,4,2013,Innovative Efficiency and Stock Returns,"David Hirshleifer, Po-Hsuan Hsu, Dongmei Li",,2013-03-01,860,53,211.524,Asset Pricing and Return Predictability,metadata-ranked,asset-pricing,Positions Innovative Efficiency and Stock Returns within Asset Pricing and Return Predictability.,high citation signal (860); influential citation signal (53),"Return predictability can disappear after transaction costs, crowding, and multiple-testing correction.; Citation impact can favor well-known anomalies even when live performance later weakens.; Metadata cannot verify whether data-snooping controls were adequate.",https://doi.org/10.1016/J.JFINECO.2012.09.011,https://www.semanticscholar.org/paper/4def44017ec19e56962837133d62ad129224e501,,,10.1016/J.JFINECO.2012.09.011,,,7143464,Business; Economics,,stock returns,1,citations=860; influential=53; open PDF metadata; title trade matches=2; trade term matches=2,
196,5,5,2013,Low-latency trading $,"Joel Hasbrouck, Gideon Saar",,2013-11-01,837,84,214.28,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions Low-latency trading $ within General Finance, Surveys, and Trading Systems.",high citation signal (837); influential citation signal (84),"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1016/J.FINMAR.2013.05.003,https://www.semanticscholar.org/paper/54272142d45fa3b3387ab7ef1887da05cd5afc90,,,10.1016/J.FINMAR.2013.05.003,,,15185722,Computer Science; Economics,,algorithmic trading,1,citations=837; influential=84; open PDF metadata; title trade matches=1; trade term matches=1,
230,6,6,2013,Ex Ante Skewness and Expected Stock Returns,"Jennifer S. Conrad, Robert F. Dittmar, Eric Ghysels",,2013-02-01,776,50,208.465,Asset Pricing and Return Predictability,metadata-ranked,asset-pricing,Positions Ex Ante Skewness and Expected Stock Returns within Asset Pricing and Return Predictability.,high citation signal (776); influential citation signal (50); open-access PDF metadata,"Return predictability can disappear after transaction costs, crowding, and multiple-testing correction.; Citation impact can favor well-known anomalies even when live performance later weakens.; Metadata cannot verify whether data-snooping controls were adequate.",https://doi.org/10.1111/J.1540-6261.2012.01795.X,https://www.semanticscholar.org/paper/ca96b016901f48d240521799c9383f98d292b78d,https://cdr.lib.unc.edu/downloads/pr76fc54k,,10.1111/J.1540-6261.2012.01795.X,,,14891897,Economics,,stock returns,1,citations=776; influential=50; open PDF metadata; title trade matches=2; trade term matches=2,
246,7,7,2013,"The VIX, the Variance Premium and Stock Market Volatility","G. Bekaert, Marie Hoerova",Social Science Research Network,2013-04-01,742,62,221.439,"Risk, Volatility, and Forecast Evaluation",risk/volatility,stock-prediction; risk-volatility,"We decompose the squared VIX index, derived from US S&P500 options prices, into the conditional variance of stock returns and the equity variance premium.",high citation signal (742); influential citation signal (62); open-access PDF metadata,Risk forecasts can fail under regime breaks and extreme events.; Choice of loss function strongly affects model rankings.; Citation counts do not prove suitability for a specific mandate or risk budget.,https://doi.org/10.2139/ssrn.2342200,https://www.semanticscholar.org/paper/9dbd8362852e3e64825dc32922e0f127e9045361,https://www.econstor.eu/bitstream/10419/154108/1/ecbwp1675.pdf,,10.2139/ssrn.2342200,,,14588790,Business; Economics,,equity market forecasting; equity returns; options market stock returns; stock returns; volatility forecasting stock market,5,citations=742; influential=62; investment validation signal; open PDF metadata; title trade matches=1; trade term matches=5; query hits=5,"We decompose the squared VIX index, derived from US S&P500 options prices, into the conditional variance of stock returns and the equity variance premium. We evaluate a plethora of state-of-the-art volatility forecasting models to produce an accurate measure of the conditional variance. We then examine the predictive power of the VIX and its two components for stock market returns, economic activity and financial instability. The variance premium predicts stock returns while the conditional stock market variance predicts economic activity and has a relatively higher predictive power for financial instability than does the variance premium."
259,8,8,2013,Time varying risk aversion,"L. Guiso, Paola Sapienza, Luigi Zingales",Journal of Financial Economics,2013-08-01,708,29,215.022,"Risk, Volatility, and Forecast Evaluation",survey/review; risk/volatility,risk-volatility,We use a repeated survey of an Italian bank’s clients to test whether investors’ risk aversion increases following the 2008 financial crisis.,high citation signal (708); influential citation signal (29); recognized finance/AI venue; open-access PDF metadata,Risk forecasts can fail under regime breaks and extreme events.; Choice of loss function strongly affects model rankings.; Citation counts do not prove suitability for a specific mandate or risk budget.,https://doi.org/10.2139/SSRN.2303800,https://www.semanticscholar.org/paper/98b0d91dac68b5a9a4bd0da41ef92ed8670984c4,http://faculty.chicagobooth.edu/luigi.zingales/papers/research/Time_Varying_Risk_Aversion.pdf,,10.2139/SSRN.2303800,,,54043608,Economics,Review,quantitative trading,1,citations=708; influential=29; recognized finance/AI venue; survey/benchmark signal; investment validation signal; open PDF metadata; trade term matches=2,"We use a repeated survey of an Italian bank’s clients to test whether investors’ risk aversion increases following the 2008 financial crisis. We find that both a qualitative and a quantitative measure of risk aversion increases substantially after the crisis. After considering standard explanations, we investigate whether this increase might be an emotional response (fear) triggered by a scary experience. To show the plausibility of this conjecture, we conduct a lab experiment. We find that subjects who watched a horror movie have a certainty equivalent that is 27% lower than the ones who did not, supporting the fear-based explanation. Finally, we test the fear-based model with actual trading behavior and find consistent evidence."
317,9,9,2013,Boardroom Centrality and Firm Performance,"D. Larcker, Eric C. So, C. Wang",,2013-01-13,615,44,211.605,"Risk, Volatility, and Forecast Evaluation",forecasting; risk/volatility,stock-prediction; risk-volatility,Firms with central boards of directors earn superior risk-adjusted stock returns.,high citation signal (615); influential citation signal (44); open-access PDF metadata,Risk forecasts can fail under regime breaks and extreme events.; Choice of loss function strongly affects model rankings.; Citation counts do not prove suitability for a specific mandate or risk budget.,https://doi.org/10.2139/SSRN.1651407,https://www.semanticscholar.org/paper/e89d3798008e435873107d747b7ee626aa6a5719,https://dash.harvard.edu/bitstream/1/28548030/1/larcker%2cso%2cwang_boardroomcentrality.pdf,,10.2139/SSRN.1651407,,,28922491,Business; Economics,,analyst forecasts stock returns; asset pricing stock returns; stock price prediction; stock return prediction; stock returns,5,citations=615; influential=44; investment validation signal; open PDF metadata; trade term matches=6; query hits=5,"Firms with central boards of directors earn superior risk-adjusted stock returns. A long (short) position in the most (least) central firms earns average annual returns of 4.68%. Firms with central boards also experience higher future return-on-assets growth and more positive analyst forecast errors. Return prediction, return-on-assets growth, and analyst errors are concentrated among high growth opportunity firms or firms confronting adverse circumstances, consistent with boardroom connections mattering most for firms standing to benefit most from information and resources exchanged through boardroom networks. Overall, our results suggest that director networks provide economic benefits that are not immediately reflected in stock prices."
365,10,10,2013,Oil price shocks and stock market activities: Evidence from oil-importing and oil-exporting countries,"Yudong Wang, Chongfeng Wu, Li Yang",,2013-11-01,557,22,187.033,"General Finance, Surveys, and Trading Systems",metadata-ranked,stock-prediction,"Positions Oil price shocks and stock market activities: Evidence from oil-importing and oil-exporting countries within General Finance, Surveys, and Trading Systems.",high citation signal (557); influential citation signal (22),"Surveys and systems can dominate citations while empirical evidence remains mixed across markets.; Broad claims need careful mapping to data, costs, and investment horizons.; Metadata-driven ranking cannot replace expert reading of full papers and backtests.",https://doi.org/10.1016/J.JCE.2012.12.004,https://www.semanticscholar.org/paper/cb06116c4278b9524403929a71055fe0457e72a7,,,10.1016/J.JCE.2012.12.004,,,154791185,Economics,,stock returns,1,citations=557; influential=22; open PDF metadata; title trade matches=1; trade term matches=1,
